ClienteID,FechaRegistro,Genero,EsMayor,TienePareja,TieneDependientes,Ciudad,Estado,Borough,CodigoPostal,Latitud,Longitud,IngresoMediano,DensidadPoblacional,ServicioTelefono,LineasMultiples,TipoInternet,SeguridadOnline,RespaldoOnline,ProteccionDispositivo,SoporteTecnico,StreamingTV,StreamingPeliculas,TipoContrato,FacturacionSinPapel,MetodoPago,Antiguedad,CargoMensual,CargosTotal,SegmentoCliente,nivel_riesgo,score_riesgo,ratio_precio_ingreso,TipoDeQueja,TicketsSoporte,Escaladas,PuntuacionNPS,PuntuacionCSAT,TiempoResolucion,TasaAperturaEmail,TasaClicsMarketing,Cancelacion
10732-4CCE0,2022-01-31,Masculino,0,No,No,New York,NY,QUEENS,11156,40.74523536396618,-73.74590193850108,72000,8500,Si,Si,DSL,Si,No,No,Si,No,Si,Un año,Si,Transferencia bancaria,52,64.65,3629.2,PYME,Medio,5.0,0.011825,,2,0,73.0,4.28,8.03,0.68,0.21,No
10733-23378,2021-06-05,Femenino,0,No,No,New York,NY,BROOKLYN,11211,40.67365835055752,-73.94495892132846,63000,14000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Transferencia bancaria,54,21.14,1051.9,Residencial,Medio,4.0,0.0037523809523809,,2,0,76.0,4.36,45.78,0.53,0.16,No
10734-451EE,2020-02-11,Femenino,0,Si,Si,New York,NY,BRONX,10466,40.8001120624199,-73.83524181634577,42000,13000,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,69,125.66,8477.7,Corporativo,Medio,5.0,0.0333857142857142,,1,0,84.0,4.91,6.06,0.62,0.31,No
10735-58B74,2023-08-24,Masculino,0,Si,No,New York,NY,MANHATTAN,10140,40.75334785641414,-73.95437405627918,85000,28000,Si,No,Fibra óptica,No,No,Si,No,No,No,Mensual,Si,Tarjeta de crédito,27,81.27,2263.4,PYME,Alto,8.5,0.0106305882352941,Red,4,1,45.0,3.51,44.13,0.44,0.21,No
10736-2DB9F,2022-12-27,Femenino,0,No,No,New York,NY,MANHATTAN,10169,40.80212434300917,-73.96177271894005,85000,28000,No,Sin servicio,DSL,No,No,Si,No,No,Si,Mensual,Si,Tarjeta de crédito,37,39.59,1478.85,Residencial,Medio,6.5,0.005675294117647,,2,0,72.0,4.18,29.84,0.85,0.33,No
10737-F2000,2021-11-02,Femenino,0,No,No,New York,NY,QUEENS,11221,40.7706407120717,-73.77035697330341,72000,8500,Si,Si,Fibra óptica,No,Si,Si,Si,Si,Si,Un año,Si,Cheque electrónico,50,103.25,5703.25,Corporativo,Medio,5.0,0.0185833333333333,,2,0,62.0,3.7,5.21,0.37,0.13,No
10738-64FBD,2025-11-11,Masculino,0,No,No,New York,NY,QUEENS,11154,40.718037767565946,-73.81299046601269,72000,8500,Si,Si,Fibra óptica,Si,No,No,No,No,Si,Mensual,No,Cheque por correo,2,90.92,174.75,PYME,Alto,12.0,0.015125,Red,4,0,53.0,3.57,46.49,0.24,0.11,No
10739-FF685,2025-04-15,Femenino,0,No,No,New York,NY,BRONX,10466,40.88693759895281,-73.82598014290869,42000,13000,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,No,Cheque electrónico,8,72.62,651.5,Residencial,Alto,10.5,0.0197285714285714,Precio,4,0,65.0,3.76,37.02,0.3,0.11,No
10740-F75CE,2020-04-11,Masculino,0,Si,No,New York,NY,STATEN ISLAND,10305,40.58347055153266,-74.1853311127605,82000,3200,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Transferencia bancaria,68,23.13,1724.15,Residencial,Medio,4.0,0.0035487804878048,,2,0,61.0,3.63,32.33,0.31,0.11,No
10741-F7A12,2020-02-11,Femenino,0,Si,Si,New York,NY,MANHATTAN,10016,40.80766139051762,-73.94389681012943,85000,28000,Si,No,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Transferencia bancaria,77,88.15,6129.2,PYME,Medio,4.0,0.0120423529411764,,1,0,55.0,4.39,5.6,0.24,0.12,No
10742-4C26F,2025-07-14,Masculino,0,No,Si,New York,NY,MANHATTAN,10241,40.83039773804203,-74.00588865542278,85000,28000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Cheque por correo,6,18.26,98.35,Residencial,Medio,7.5,0.0028517647058823,,1,0,52.0,2.87,46.61,0.52,0.19,No
10743-C9F06,2024-08-18,Femenino,0,No,No,New York,NY,STATEN ISLAND,10301,40.547513702713225,-74.1659886921108,82000,3200,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,No,Transferencia bancaria,17,21.14,323.15,Residencial,Medio,6.0,0.0029121951219512,,2,0,81.0,4.65,26.44,0.69,0.24,No
10744-2FF1B,2022-06-30,Masculino,0,No,No,New York,NY,QUEENS,11131,40.75683218061361,-73.78824359967699,72000,8500,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Cheque por correo,45,18.45,876.15,Residencial,Medio,4.0,0.0032583333333333,,2,0,62.0,4.17,15.26,0.39,0.15,No
10745-08525,2024-10-17,Femenino,0,Si,Si,New York,NY,BROOKLYN,11228,40.71473756121021,-73.91195756154201,63000,14000,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Mensual,Si,Transferencia bancaria,15,114.04,1559.25,PYME,Alto,9.5,0.0200666666666666,,4,0,52.0,4.08,26.69,0.36,0.14,No
10746-F2E24,2021-08-04,Femenino,0,Si,No,New York,NY,MANHATTAN,10076,40.77843294713173,-73.94270606515154,85000,28000,Si,Si,DSL,No,No,No,No,Si,Si,Un año,Si,Tarjeta de crédito,50,70.75,3715.65,PYME,Medio,6.0,0.0099035294117647,Servicio,5,0,18.0,2.45,25.4,0.08,0.04,Si
10747-24414,2025-09-12,Femenino,1,Si,No,New York,NY,BRONX,10456,40.86211407971396,-73.88758449849037,42000,13000,Si,Si,Fibra óptica,No,No,No,No,Si,No,Mensual,Si,Cheque electrónico,4,81.18,308.05,PYME,Alto,12.0,0.0237857142857142,Servicio,3,0,63.0,3.95,32.55,0.4,0.2,No
10748-59C80,2024-10-17,Femenino,0,No,No,New York,NY,BROOKLYN,11254,40.67738576733904,-73.94554506194088,63000,14000,Si,No,Fibra óptica,No,Si,No,No,Si,No,Mensual,Si,Transferencia bancaria,15,87.15,1130.0,PYME,Alto,10.5,0.015847619047619,,3,0,56.0,2.92,37.84,0.24,0.12,No
10749-69BFA,2024-08-18,Femenino,0,Si,Si,New York,NY,STATEN ISLAND,10308,40.54483934225269,-74.14013111081404,82000,3200,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,No,Cheque por correo,18,19.97,418.25,Residencial,Medio,6.0,0.0030365853658536,,2,0,63.0,3.57,45.94,0.46,0.2,No
10750-94E0F,2020-02-11,Masculino,0,Si,Si,New York,NY,BRONX,10451,40.8932823535328,-73.83535700483783,42000,13000,Si,Si,Fibra óptica,Si,Si,Si,Si,No,Si,Dos años,No,Tarjeta de crédito,77,108.42,7517.7,Corporativo,Medio,4.0,0.0297,,1,0,47.0,3.61,7.69,0.5,0.17,No
10751-5699E,2020-11-07,Masculino,0,Si,No,New York,NY,BRONX,10463,40.8102493236206,-73.87476785175127,42000,13000,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque electrónico,68,99.52,6603.0,PYME,Alto,8.5,0.0295428571428571,Red,7,0,24.0,1.76,30.13,0.08,0.03,Si
10752-BDF0F,2020-02-11,Femenino,0,Si,Si,New York,NY,BRONX,10461,40.79615815878988,-73.87989174617348,42000,13000,Si,Si,DSL,Si,Si,Si,No,Si,Si,Dos años,Si,Tarjeta de crédito,78,89.41,5959.3,PYME,Medio,5.0,0.0238857142857142,,2,0,79.0,5.15,31.41,0.76,0.28,No
10753-76121,2023-10-23,Masculino,0,No,Si,New York,NY,BRONX,10467,40.874178076947274,-73.86800687820603,42000,13000,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,Si,Tarjeta de crédito,28,28.34,788.55,Residencial,Medio,4.0,0.0073857142857142,,1,0,64.0,3.94,20.92,0.24,0.08,No
10754-0D924,2023-02-25,Masculino,0,No,Si,New York,NY,BRONX,10461,40.812455419224285,-73.85130049297791,42000,13000,Si,No,Fibra óptica,No,No,Si,No,Si,No,Un año,Si,Cheque electrónico,36,87.84,3030.6,PYME,Alto,8.0,0.0243285714285714,Red,5,0,13.0,2.05,43.4,0.14,0.08,Si
10755-5A299,2025-12-11,Masculino,0,No,No,New York,NY,STATEN ISLAND,10307,40.54260557434217,-74.12853375818663,82000,3200,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,1,70.38,69.85,Residencial,Alto,12.0,0.0102219512195121,Red,8,2,4.0,2.08,30.34,0.24,0.1,Si
10756-174A6,2021-10-03,Masculino,0,Si,Si,New York,NY,QUEENS,11170,40.68631877870504,-73.78218616059388,72000,8500,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Cheque por correo,50,24.35,1331.05,Residencial,Medio,4.0,0.0040916666666666,,2,0,62.0,3.56,15.18,0.21,0.08,No
10757-C2155,2025-05-15,Femenino,1,No,No,New York,NY,MANHATTAN,10227,40.82727345298822,-73.98150283375857,85000,28000,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Mensual,No,Cheque electrónico,8,110.05,780.5,PYME,Alto,9.5,0.0143082352941176,Servicio,6,1,25.0,1.78,44.34,0.06,0.03,Si
10758-EE0D6,2022-05-01,Masculino,0,No,No,New York,NY,BROOKLYN,11234,40.6933429812196,-73.9847771911059,63000,14000,Si,Si,Fibra óptica,No,Si,No,No,Si,Si,Mensual,Si,Tarjeta de crédito,43,99.59,4740.0,PYME,Alto,8.5,0.0192095238095238,Red,6,0,20.0,1.93,19.13,0.07,0.03,Si
10759-4564E,2024-09-17,Femenino,0,Si,Si,New York,NY,QUEENS,11282,40.681706494901874,-73.84117461193858,72000,8500,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Cheque por correo,16,20.92,301.55,Residencial,Medio,5.0,0.0032833333333333,,2,0,52.0,3.27,25.6,0.34,0.11,No
10760-8E038,2023-08-24,Masculino,0,Si,Si,New York,NY,BROOKLYN,11208,40.63180410752652,-73.89629459927332,63000,14000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Cheque por correo,27,18.6,654.85,Residencial,Medio,6.5,0.0039333333333333,,1,0,77.0,5.31,35.12,0.56,0.22,No
10761-44C74,2025-03-16,Masculino,0,No,No,New York,NY,BRONX,10471,40.846923150458665,-73.8341451564839,42000,13000,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Transferencia bancaria,11,27.72,251.6,Residencial,Medio,5.0,0.0073428571428571,,2,0,53.0,3.22,26.69,0.48,0.18,No
10762-085EB,2025-05-15,Femenino,1,No,No,New York,NY,BROOKLYN,11248,40.71798310796014,-73.97924023438524,63000,14000,Si,No,Fibra óptica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,8,90.01,729.95,PYME,Alto,9.5,0.0175428571428571,Red,5,1,2.0,1.24,36.28,0.18,0.09,Si
10763-21780,2020-03-12,Femenino,0,No,No,New York,NY,BROOKLYN,11227,40.69639337831955,-73.93231090879843,63000,14000,Si,Si,Fibra óptica,Si,Si,Si,No,Si,Si,Dos años,Si,Tarjeta de crédito,74,102.02,7283.25,Corporativo,Medio,6.0,0.0203333333333333,,2,0,54.0,3.99,17.09,0.33,0.16,No
10764-2F46B,2025-12-11,Masculino,0,No,No,New York,NY,BRONX,10452,40.87088075414311,-73.82972196173694,42000,13000,Si,No,Fibra óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,1,82.18,88.35,PYME,Alto,12.0,0.0252428571428571,,7,0,5.0,2.85,19.59,0.24,0.09,Si
10765-21A8E,2025-05-15,Masculino,0,Si,Si,New York,NY,QUEENS,11082,40.717384301293286,-73.81389595812686,72000,8500,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Cheque por correo,8,17.69,152.6,Residencial,Medio,7.5,0.003225,,2,0,74.0,4.58,36.71,0.75,0.24,No
10766-6CC6E,2025-06-14,Masculino,0,No,No,New York,NY,QUEENS,11247,40.776796030211536,-73.83483063988962,72000,8500,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque por correo,7,54.9,354.05,Residencial,Alto,8.5,0.0085,Servicio,5,0,16.0,2.01,38.7,0.28,0.15,Si
10767-3F7F7,2023-02-25,Femenino,1,No,No,New York,NY,MANHATTAN,10054,40.78330716073198,-73.96017244511106,85000,28000,No,Sin servicio,DSL,No,No,Si,No,Si,No,Mensual,Si,Cheque electrónico,35,38.51,1434.6,Residencial,Medio,6.5,0.0056258823529411,,1,0,58.0,3.23,48.46,0.36,0.1,No
10768-AB7A7,2024-07-19,Femenino,0,Si,No,New York,NY,BROOKLYN,11251,40.71774453137667,-73.99065304146583,63000,14000,Si,Si,Fibra óptica,No,No,No,Si,Si,No,Mensual,Si,Cheque electrónico,17,97.25,1594.75,Corporativo,Alto,8.5,0.0169238095238095,Red,3,0,73.0,3.29,4.84,0.47,0.14,No
10769-F014D,2025-12-11,Masculino,0,No,No,New York,NY,QUEENS,11272,40.681063170473365,-73.75098407674449,72000,8500,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque por correo,1,45.57,46.3,Residencial,Alto,10.0,0.0077166666666666,Servicio,5,2,2.0,2.99,40.18,0.28,0.11,Si
10770-72AB5,2025-10-12,Femenino,0,No,No,New York,NY,BROOKLYN,11201,40.6600206795996,-73.97961408659908,63000,14000,No,Sin servicio,DSL,No,Si,No,No,Si,Si,Mensual,Si,Cheque electrónico,3,55.13,155.35,Residencial,Alto,9.0,0.0096380952380952,Servicio,7,3,26.0,1.39,15.35,0.28,0.13,Si
10771-85BE7,2020-12-07,Femenino,0,Si,No,New York,NY,BROOKLYN,11252,40.66304226477891,-73.92240694751655,63000,14000,Si,No,DSL,Si,Si,Si,No,Si,No,Dos años,Si,Tarjeta de crédito,67,74.28,4284.2,PYME,Medio,4.0,0.0137142857142857,,1,0,72.0,4.79,25.68,0.64,0.32,No
10772-51CA7,2025-03-16,Masculino,0,No,No,New York,NY,BRONX,10466,40.81659934810843,-73.83758003447907,42000,13000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,No,Cheque por correo,10,18.94,176.3,Residencial,Medio,6.0,0.0058142857142857,,2,0,68.0,4.1,23.68,0.52,0.19,No
10773-EA896,2025-12-11,Femenino,0,No,No,New York,NY,STATEN ISLAND,10306,40.59254582972424,-74.14720893914391,82000,3200,Si,No,Fibra óptica,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,1,78.77,81.95,PYME,Alto,12.0,0.0119926829268292,,5,0,1.0,1.01,28.27,0.17,0.08,Si
10774-5A524,2025-11-11,Masculino,0,No,No,New York,NY,BRONX,10460,40.88277980573119,-73.82907996656755,42000,13000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Cheque por correo,2,21.38,38.8,Residencial,Alto,9.0,0.0056142857142857,Red,3,0,46.0,3.57,20.05,0.4,0.18,No
10775-B9517,2020-09-08,Femenino,0,Si,No,New York,NY,MANHATTAN,10247,40.77203868546677,-73.9800444253455,85000,28000,Si,No,DSL,No,No,No,Si,Si,No,Dos años,Si,Tarjeta de crédito,68,58.95,3808.2,PYME,Medio,4.0,0.0084423529411764,,1,0,53.0,2.81,8.38,0.37,0.13,No
10776-C3F7A,2021-01-06,Femenino,0,Si,No,New York,NY,STATEN ISLAND,10313,40.53297991998683,-74.15927504262146,82000,3200,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Tarjeta de crédito,62,18.45,1278.8,Residencial,Medio,4.0,0.0029634146341463,,1,0,56.0,3.36,35.96,0.28,0.13,No
10777-94CDB,2022-04-01,Masculino,0,No,No,New York,NY,BROOKLYN,11248,40.66433826115655,-73.93159404685571,63000,14000,Si,Si,Fibra óptica,No,Si,Si,No,Si,No,Un año,Si,Tarjeta de crédito,42,91.87,4422.95,Corporativo,Medio,7.0,0.0180761904761904,,1,0,66.0,4.09,31.04,0.5,0.17,No
10778-32E54,2022-05-01,Femenino,1,No,No,New York,NY,QUEENS,11470,40.719409360963255,-73.84133878497272,72000,8500,No,Sin servicio,DSL,No,No,No,No,No,Si,Un año,No,Cheque electrónico,43,36.77,1596.6,Residencial,Medio,5.0,0.0057,,2,0,69.0,4.12,29.98,0.45,0.19,No
10779-8DACE,2024-06-19,Femenino,0,Si,No,New York,NY,MANHATTAN,10016,40.80399751459393,-73.99931315076704,85000,28000,Si,Si,Fibra óptica,No,No,Si,No,No,Si,Mensual,No,Cheque por correo,19,98.57,1761.05,PYME,Alto,10.5,0.0126564705882352,Precio,5,0,20.0,1.75,37.97,0.24,0.1,Si
10780-A12F6,2025-12-11,Femenino,0,No,No,New York,NY,STATEN ISLAND,10309,40.5967917824287,-74.15695526403948,82000,3200,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,No,Cheque electrónico,1,63.87,70.5,PYME,Alto,12.0,0.0103170731707317,Red,5,1,22.0,2.69,24.96,0.27,0.09,Si
10781-6AFD3,2025-12-11,Femenino,0,No,No,New York,NY,BRONX,10456,40.82267137151411,-73.8989147308056,42000,13000,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,1,69.84,70.25,PYME,Alto,12.0,0.0200714285714285,,2,0,43.0,3.99,15.5,0.23,0.08,No
10782-BC9D0,2024-05-20,Femenino,0,Si,No,New York,NY,STATEN ISLAND,10311,40.62636138153459,-74.123019022373,82000,3200,Si,No,Fibra óptica,Si,Si,No,Si,Si,No,Mensual,Si,Cheque electrónico,21,91.64,1901.65,Corporativo,Medio,7.5,0.0141292682926829,,2,0,88.0,4.7,4.15,0.75,0.37,No
10783-47CEF,2023-05-26,Masculino,0,Si,Si,New York,NY,BRONX,10457,40.87370901515964,-73.88069278404299,42000,13000,Si,No,Fibra óptica,Si,Si,No,No,No,Si,Un año,Si,Cheque electrónico,31,99.55,3023.85,PYME,Medio,7.0,0.0259428571428571,,2,0,85.0,4.94,39.79,0.49,0.23,No
10784-9B972,2024-05-20,Femenino,1,No,No,New York,NY,BROOKLYN,11246,40.702339497227975,-73.96136426476727,63000,14000,Si,Si,Fibra óptica,Si,No,No,No,No,No,Mensual,Si,Cheque electrónico,21,77.31,1520.9,PYME,Alto,9.5,0.0150761904761904,Calidad,5,0,5.0,2.56,17.34,0.25,0.09,Si
10785-92316,2022-12-27,Femenino,0,Si,No,New York,NY,QUEENS,11692,40.683533006820674,-73.7483599883026,72000,8500,No,Sin servicio,DSL,Si,No,No,Si,Si,No,Dos años,No,Cheque electrónico,38,49.34,1593.1,PYME,Bajo,3.0,0.0075666666666666,,1,0,93.0,3.9,6.52,0.46,0.15,No
10786-872D5,2024-01-21,Femenino,0,No,No,New York,NY,MANHATTAN,10252,40.755454375560326,-73.98919069019544,85000,28000,Si,No,Fibra óptica,Si,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,26,96.69,2283.15,PYME,Alto,8.5,0.013355294117647,,2,0,42.0,3.14,16.61,0.41,0.14,No
10787-93D26,2025-02-14,Masculino,0,Si,Si,New York,NY,MANHATTAN,10068,40.73480935201203,-73.98044570620658,85000,28000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,No,Transferencia bancaria,11,22.59,267.35,Residencial,Medio,7.5,0.0029576470588235,,2,0,50.0,3.83,12.85,0.48,0.15,No
10788-5FB11,2025-12-11,Masculino,0,No,Si,New York,NY,MANHATTAN,10260,40.822647560575234,-73.93616418947605,85000,28000,No,Sin servicio,DSL,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,1,27.57,25.3,Residencial,Alto,10.0,0.0035717647058823,,6,0,21.0,3.19,13.27,0.28,0.12,Si
10789-A4A11,2025-12-11,Masculino,0,No,No,New York,NY,QUEENS,11082,40.70735138583443,-73.82145942555917,72000,8500,No,Sin servicio,DSL,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,1,32.65,35.45,Residencial,Alto,9.0,0.0059083333333333,Servicio,8,3,10.0,2.54,13.15,0.28,0.12,Si
10790-4E77C,2025-03-16,Masculino,1,Si,No,New York,NY,MANHATTAN,10052,40.771188714829464,-73.9857337248235,85000,28000,Si,No,Fibra óptica,No,Si,Si,Si,Si,No,Mensual,Si,Cheque por correo,10,86.98,934.1,Corporativo,Medio,7.5,0.0130588235294117,Precio,5,0,15.0,3.07,4.87,0.16,0.05,Si
10791-EC318,2025-12-11,Femenino,0,Si,No,New York,NY,BROOKLYN,11232,40.68785160006986,-73.96238478141957,63000,14000,No,Sin servicio,DSL,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,1,23.64,24.8,Residencial,Alto,10.0,0.0047238095238095,Red,5,0,9.0,2.94,41.25,0.21,0.06,Si
10792-BD371,2025-02-14,Femenino,0,No,No,New York,NY,MANHATTAN,10168,40.79886316021143,-73.92153053624737,85000,28000,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Mensual,Si,Transferencia bancaria,10,98.54,1105.4,PYME,Alto,9.5,0.0138141176470588,Red,8,0,15.0,2.52,35.92,0.1,0.05,Si
10793-E8CBA,2023-02-25,Masculino,1,No,No,New York,NY,MANHATTAN,10166,40.74242548697853,-73.95044466440807,85000,28000,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,32,96.15,3496.3,PYME,Alto,8.5,0.014315294117647,Facturacion,5,0,3.0,0.93,15.19,0.19,0.08,Si
10794-73B27,2020-09-08,Masculino,0,No,No,New York,NY,QUEENS,11048,40.69742320045271,-73.79990404236314,72000,8500,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,Si,Transferencia bancaria,65,27.28,1725.0,Residencial,Medio,4.0,0.0041833333333333,,2,0,74.0,4.25,32.24,0.56,0.21,No
10795-B600B,2020-04-11,Masculino,0,No,No,New York,NY,BROOKLYN,11236,40.677087576075344,-73.94050919920858,63000,14000,Si,Si,Fibra óptica,Si,No,No,Si,Si,Si,Dos años,Si,Tarjeta de crédito,74,97.36,7250.15,Corporativo,Medio,4.0,0.0198095238095238,Precio,4,2,15.0,2.04,2.02,0.29,0.11,Si
10796-5FD7C,2025-07-14,Masculino,1,Si,No,New York,NY,BRONX,10461,40.83726851584723,-73.87244220709965,42000,13000,Si,No,Fibra óptica,No,Si,No,No,No,Si,Mensual,Si,Cheque electrónico,6,78.66,519.15,PYME,Alto,10.5,0.0240571428571428,Servicio,7,2,1.0,2.2,22.92,0.15,0.06,Si
10797-01A41,2023-09-23,Femenino,0,Si,Si,New York,NY,BROOKLYN,11224,40.726059633391294,-73.98252940787975,63000,14000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Transferencia bancaria,27,18.19,543.8,Residencial,Medio,6.5,0.0037238095238095,,2,0,56.0,3.39,15.12,0.23,0.07,No
10798-F17A7,2024-02-20,Femenino,0,No,No,New York,NY,MANHATTAN,10095,40.7597362462684,-73.92640304344555,85000,28000,Si,No,Fibra óptica,No,Si,Si,Si,No,No,Mensual,No,Transferencia bancaria,25,82.13,2032.3,PYME,Alto,8.5,0.0117458823529411,,4,2,38.0,3.83,10.39,0.34,0.15,No
10799-C36B8,2020-02-11,Masculino,0,Si,Si,New York,NY,BRONX,10470,40.89074395957412,-73.87040550396733,42000,13000,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de crédito,72,81.68,6562.9,Corporativo,Medio,4.0,0.0256714285714285,,2,0,79.0,3.96,7.9,0.52,0.18,No
10800-D299A,2025-11-11,Masculino,1,Si,No,New York,NY,STATEN ISLAND,10310,40.53848579180001,-74.11725745958137,82000,3200,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,No,Cheque electrónico,2,72.62,141.65,PYME,Alto,12.0,0.0102585365853658,,2,0,65.0,2.63,43.06,0.31,0.12,No
10801-A3CE6,2022-01-01,Femenino,0,Si,No,New York,NY,MANHATTAN,10169,40.80539010074477,-73.95674368453682,85000,28000,No,Sin servicio,DSL,Si,No,No,No,Si,No,Mensual,No,Transferencia bancaria,54,38.61,2070.75,Residencial,Medio,6.5,0.0057388235294117,,1,0,76.0,4.5,21.0,0.68,0.24,No
10802-DE9D9,2020-03-12,Masculino,0,Si,No,New York,NY,BROOKLYN,11208,40.65777239049516,-73.9181728756597,63000,14000,Si,Si,DSL,Si,Si,Si,Si,No,Si,Dos años,No,Tarjeta de crédito,75,87.37,5727.15,Corporativo,Medio,4.0,0.0153142857142857,,1,0,53.0,2.81,4.3,0.38,0.13,No
10803-6A971,2021-12-02,Femenino,0,Si,No,New York,NY,QUEENS,11432,40.68632286282213,-73.79979614705186,72000,8500,Si,Si,Fibra óptica,Si,Si,No,Si,Si,Si,Un año,No,Cheque electrónico,54,101.6,5610.7,Corporativo,Medio,5.0,0.0180916666666666,Precio,3,0,33.0,3.86,5.66,0.27,0.12,Si
10804-4CD31,2022-03-02,Femenino,1,Si,No,New York,NY,BROOKLYN,11211,40.69946014072983,-73.92539694810479,63000,14000,Si,Si,Fibra óptica,Si,No,No,No,No,No,Mensual,No,Cheque electrónico,43,73.58,3825.85,PYME,Alto,9.5,0.0153047619047619,Facturacion,7,1,2.0,1.53,13.29,0.23,0.08,Si
10805-48D23,2020-02-11,Femenino,0,Si,Si,New York,NY,MANHATTAN,10010,40.80945852126364,-74.01416692173156,85000,28000,Si,Si,Fibra óptica,Si,Si,No,No,Si,Si,Un año,Si,Cheque electrónico,73,102.12,7303.05,Corporativo,Medio,7.0,0.0147035294117647,,1,0,84.0,3.81,42.43,0.77,0.28,No
10806-9113C,2025-04-15,Femenino,0,Si,No,New York,NY,QUEENS,11631,40.74976355505578,-73.76489455920486,72000,8500,Si,No,Fibra óptica,No,No,Si,No,No,No,Mensual,Si,Transferencia bancaria,10,71.89,655.9,PYME,Alto,9.5,0.012625,Servicio,6,0,4.0,2.51,26.0,0.15,0.06,Si
10807-86B94,2021-02-05,Femenino,0,No,No,New York,NY,QUEENS,11056,40.73484666059797,-73.82996154532287,72000,8500,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Dos años,No,Cheque electrónico,58,112.43,6333.8,Corporativo,Medio,6.0,0.01745,,2,0,59.0,3.21,29.58,0.36,0.12,No
10808-C64E7,2024-04-20,Masculino,0,No,No,New York,NY,QUEENS,11411,40.74489848614696,-73.82153092845569,72000,8500,No,Sin servicio,DSL,No,Si,No,Si,No,No,Mensual,Si,Cheque por correo,19,36.15,780.15,Residencial,Medio,6.5,0.006,,1,0,47.0,4.31,6.28,0.5,0.23,No
10809-37F20,2025-04-15,Masculino,0,No,No,New York,NY,BROOKLYN,11216,40.64090207697863,-73.96456323931591,63000,14000,Si,No,DSL,Si,No,No,Si,No,Si,Mensual,No,Cheque por correo,8,64.65,547.8,Residencial,Medio,7.5,0.0123714285714285,,2,0,62.0,2.61,6.61,0.28,0.16,No
10810-B86B2,2025-09-12,Femenino,0,Si,Si,New York,NY,QUEENS,11307,40.689445067323355,-73.74563452527472,72000,8500,Si,No,DSL,No,Si,No,Si,No,No,Mensual,No,Cheque por correo,4,59.64,235.1,Residencial,Alto,9.0,0.0094166666666666,Servicio,5,1,2.0,2.04,4.83,0.21,0.07,Si
