cliente_id,genero,edad,pais,ciudad,segmento_de_cliente,meses_permanencia,canal_de_registro,tipo_contrato,conexiones_mensuales,dias_activos_semanales,promedio_conexion,caracteristicas_usadas,tasa_crecimiento_uso,ultima_conexion,cuota_mensual,ingresos_totales,metodo_de_pago,errores_de_pago,descuento_aplicado,aumento_ultimos_3_meses,tickets_de_soporte,tiempo_promedio_de_resolucion,tipo_de_queja,puntuacion_csates,escaladas,tasa_apertura_email,puntuacion_nps,respuesta_de_la_encuesta,estado_de_conexion,permanencia_corta,abandonar
cust07459,femenino,23,alemania,berlin,sme,38,web,mensual,15,5,7.9,4,-0.11,25,20,760,tarjeta,0,0,0,1,44.97,servicio,4.0,0,0.95,7.0,satisfecho,en riesgo,0,0
cust07460,masculino,44,us,new york,individual,20,web,anual,12,2,23.18,8,0.17,22,20,400,paypal,1,1,1,2,22.39,facturacion,4.0,0,0.87,7.0,satisfecho,en riesgo,0,0
cust07461,femenino,73,australia,sydney,individual,6,web,trimestral,2,7,13.01,6,0.1,52,30,180,paypal,1,0,0,1,31.71,facturacion,2.0,0,0.0,3.0,insatisfecho,inactivo,1,1
cust07462,masculino,29,banglades,dhaka,sme,23,web,mensual,13,6,21.35,9,0.2,5,20,460,paypal,0,0,0,0,28.08,sin queja,4.0,0,0.98,6.0,satisfecho,activo,0,0
cust07463,femenino,69,india,delhi,individual,29,web,mensual,11,0,24.13,2,-0.01,3,50,1450,transferencia bancaria,1,0,0,3,17.56,facturacion,5.0,1,0.84,9.0,muy satisfecho,activo,0,0
cust07464,masculino,65,uk,londres,individual,4,web,trimestral,22,0,25.83,8,0.25,4,70,280,tarjeta,0,0,0,0,21.77,sin queja,3.0,0,0.18,5.0,neutral,activo,1,1
cust07465,masculino,20,india,delhi,individual,41,web,trimestral,17,7,6.12,3,-0.05,2,30,1230,paypal,1,0,0,1,22.36,facturacion,3.0,0,0.4,5.0,neutral,activo,0,0
cust07466,masculino,63,us,new york,sme,14,mobile,mensual,19,0,12.8,3,0.14,26,20,280,tarjeta,0,0,1,2,18.77,facturacion,4.0,0,0.95,7.0,satisfecho,en riesgo,0,0
cust07467,femenino,50,us,new york,enterprise,24,web,mensual,5,0,2.84,3,-0.07,7,30,720,tarjeta,0,1,0,0,12.37,sin queja,5.0,0,0.88,9.0,muy satisfecho,activo,0,0
cust07468,masculino,27,australia,sydney,sme,23,mobile,anual,16,2,24.04,1,-0.14,6,30,690,transferencia bancaria,0,0,0,0,2.75,sin queja,5.0,0,0.94,9.0,muy satisfecho,activo,0,0
cust07469,femenino,48,canada,toronto,sme,49,web,mensual,12,1,14.03,7,-0.02,11,20,980,tarjeta,1,0,0,1,26.6,facturacion,4.0,1,0.89,7.0,satisfecho,en riesgo,0,0
cust07470,femenino,32,us,new york,individual,26,referido,anual,17,2,1.0,5,0.05,12,30,780,tarjeta,0,0,1,1,22.13,tecnico,3.0,0,0.39,5.0,neutral,en riesgo,0,0
cust07471,femenino,24,canada,toronto,sme,44,web,mensual,21,2,23.18,4,-0.24,9,30,1320,tarjeta,0,0,0,0,20.23,sin queja,3.0,0,0.29,5.0,neutral,en riesgo,0,0
cust07472,femenino,53,alemania,berlin,enterprise,2,web,mensual,0,7,21.31,2,0.06,46,50,100,tarjeta,2,0,0,1,12.4,facturacion,1.0,1,0.04,1.0,muy insatisfecho,inactivo,1,1
cust07473,femenino,31,banglades,dhaka,individual,40,mobile,mensual,20,3,8.04,6,-0.06,10,20,800,paypal,1,1,0,1,19.56,facturacion,4.0,0,0.86,7.0,satisfecho,en riesgo,0,0
cust07474,masculino,73,alemania,berlin,sme,27,referido,mensual,10,3,13.67,5,0.11,8,50,1350,transferencia bancaria,0,0,0,2,18.88,otro tipo de queja,4.0,0,0.89,7.0,satisfecho,en riesgo,0,1
cust07475,femenino,65,australia,sydney,individual,12,web,mensual,13,5,19.41,3,-0.01,1,30,360,tarjeta,2,0,1,1,26.92,facturacion,5.0,0,0.87,9.0,muy satisfecho,activo,0,0
cust07476,femenino,31,alemania,berlin,individual,4,web,mensual,1,6,22.59,9,0.11,58,30,120,tarjeta,0,1,0,3,36.89,tecnico,1.0,0,0.2,1.0,muy insatisfecho,inactivo,1,1
cust07477,femenino,20,india,delhi,sme,26,referido,trimestral,17,2,10.68,8,0.09,26,50,1300,tarjeta,0,0,0,0,35.18,sin queja,5.0,0,0.97,9.0,muy satisfecho,en riesgo,0,0
cust07478,femenino,66,india,delhi,individual,51,web,mensual,13,0,22.06,3,0.05,9,10,510,tarjeta,2,0,0,2,44.14,facturacion,3.0,0,0.69,6.0,neutral,en riesgo,0,0
cust07479,femenino,70,india,delhi,individual,8,web,trimestral,11,6,13.34,4,-0.0,5,20,160,paypal,0,0,0,2,23.54,tecnico,3.0,0,0.63,5.0,neutral,activo,0,0
cust07480,masculino,63,australia,sydney,sme,6,referido,anual,0,3,17.86,2,0.19,67,20,120,tarjeta,0,0,0,2,28.19,otro tipo de queja,2.0,1,0.23,3.0,insatisfecho,inactivo,1,1
cust07481,masculino,67,australia,sydney,sme,3,referido,anual,1,3,17.2,3,0.01,55,20,60,tarjeta,0,0,0,0,37.5,sin queja,2.0,0,0.29,3.0,insatisfecho,inactivo,1,0
cust07482,femenino,20,india,delhi,sme,46,web,mensual,19,6,2.27,6,-0.13,11,20,920,tarjeta,1,0,1,1,4.95,facturacion,5.0,0,0.81,9.0,muy satisfecho,en riesgo,0,0
cust07483,masculino,39,canada,toronto,individual,28,referido,trimestral,16,6,10.01,4,-0.17,7,20,560,tarjeta,2,0,0,1,15.72,facturacion,5.0,0,0.74,9.0,muy satisfecho,activo,0,1
cust07484,masculino,36,india,delhi,individual,32,mobile,trimestral,10,6,6.49,8,0.11,23,70,2240,tarjeta,1,0,0,2,30.96,facturacion,4.0,0,0.87,7.0,satisfecho,en riesgo,0,1
cust07485,femenino,52,canada,toronto,enterprise,28,web,mensual,16,2,9.32,5,0.07,29,50,1400,tarjeta,1,0,1,1,18.27,facturacion,5.0,0,0.82,9.0,muy satisfecho,en riesgo,0,0
cust07486,masculino,29,alemania,berlin,individual,24,mobile,mensual,17,4,17.19,7,0.21,2,50,1200,paypal,1,0,1,1,9.16,facturacion,4.0,0,0.68,7.0,satisfecho,activo,0,1
cust07487,femenino,71,canada,toronto,enterprise,40,mobile,mensual,20,3,9.55,5,0.25,27,10,400,tarjeta,0,0,1,1,17.74,tecnico,5.0,0,0.97,8.0,muy satisfecho,en riesgo,0,0
cust07488,masculino,22,us,new york,sme,24,mobile,trimestral,28,0,17.3,4,0.09,14,50,1200,transferencia bancaria,0,0,0,3,31.49,tecnico,3.0,0,0.18,4.0,neutral,en riesgo,0,0
cust07489,masculino,27,uk,londres,sme,17,referido,anual,6,7,7.24,4,-0.09,6,20,340,tarjeta,2,0,0,1,37.7,facturacion,4.0,0,0.88,7.0,satisfecho,activo,0,0
cust07490,masculino,58,us,new york,individual,21,web,anual,24,7,12.7,9,0.1,10,10,210,transferencia bancaria,0,0,0,2,19.05,tecnico,3.0,0,0.34,5.0,neutral,en riesgo,0,0
cust07491,femenino,50,us,new york,individual,18,mobile,trimestral,37,5,25.37,3,0.18,0,10,180,tarjeta,1,0,0,1,14.87,facturacion,3.0,1,0.65,5.0,neutral,activo,0,0
cust07492,masculino,30,australia,sydney,sme,28,web,mensual,7,7,9.28,6,-0.18,14,10,280,tarjeta,0,0,0,0,18.78,sin queja,4.0,0,0.89,7.0,satisfecho,en riesgo,0,0
cust07493,masculino,52,uk,londres,individual,2,web,anual,1,7,20.43,6,-0.03,32,30,60,tarjeta,0,0,0,2,36.29,tecnico,2.0,1,0.3,3.0,insatisfecho,inactivo,1,1
cust07494,femenino,68,australia,sydney,sme,45,mobile,trimestral,7,6,4.74,6,-0.4,15,30,1350,tarjeta,1,0,0,1,42.05,facturacion,5.0,0,0.65,9.0,muy satisfecho,en riesgo,0,0
cust07495,femenino,49,canada,toronto,sme,15,mobile,mensual,7,2,20.83,4,0.1,21,20,300,tarjeta,1,0,0,1,7.4,facturacion,4.0,0,0.81,7.0,satisfecho,en riesgo,0,0
cust07496,masculino,28,india,delhi,individual,22,referido,anual,14,4,8.82,6,0.25,30,50,1100,tarjeta,0,1,0,0,47.26,sin queja,5.0,0,0.98,9.0,muy satisfecho,en riesgo,0,0
cust07497,femenino,65,banglades,dhaka,sme,29,referido,mensual,11,1,10.01,4,0.13,13,50,1450,tarjeta,1,0,0,1,10.28,facturacion,4.0,0,0.66,7.0,satisfecho,en riesgo,0,0
cust07498,masculino,55,banglades,dhaka,individual,28,mobile,mensual,8,7,22.29,3,-0.23,24,30,840,paypal,1,0,0,1,28.74,facturacion,5.0,2,0.72,9.0,muy satisfecho,en riesgo,0,0
cust07499,masculino,41,banglades,dhaka,individual,43,web,trimestral,11,7,1.0,7,-0.14,9,70,3010,paypal,1,1,1,2,44.29,facturacion,4.0,0,0.66,6.0,satisfecho,en riesgo,0,0
cust07500,femenino,52,canada,toronto,individual,22,mobile,anual,16,6,13.71,5,0.04,21,30,660,tarjeta,0,0,0,2,17.92,facturacion,4.0,0,0.86,7.0,satisfecho,en riesgo,0,0
cust07501,femenino,36,uk,londres,sme,17,web,mensual,7,0,21.58,5,0.12,14,70,1190,tarjeta,1,0,0,2,27.68,facturacion,4.0,0,0.85,7.0,satisfecho,en riesgo,0,0
cust07502,femenino,23,alemania,berlin,individual,38,web,trimestral,19,0,2.19,6,0.24,11,10,380,paypal,0,0,0,3,13.04,servicio,4.0,0,0.97,7.0,satisfecho,en riesgo,0,0
cust07503,masculino,57,canada,toronto,individual,26,mobile,mensual,19,2,13.9,5,0.07,3,20,520,transferencia bancaria,0,0,0,1,40.59,tecnico,3.0,0,0.12,5.0,neutral,activo,0,0
cust07504,femenino,71,us,new york,individual,18,mobile,trimestral,17,6,6.42,8,-0.19,21,20,360,tarjeta,1,0,0,1,3.3,facturacion,5.0,0,0.82,9.0,muy satisfecho,en riesgo,0,0
cust07505,masculino,62,uk,londres,individual,59,mobile,mensual,23,7,10.14,5,-0.02,18,20,1180,tarjeta,1,0,1,1,2.16,facturacion,3.0,0,0.61,5.0,neutral,en riesgo,0,0
cust07506,femenino,61,uk,londres,individual,43,referido,anual,19,1,15.71,2,-0.04,13,20,860,tarjeta,0,0,0,0,23.44,sin queja,4.0,0,0.96,7.0,satisfecho,en riesgo,0,0
cust07507,masculino,59,canada,toronto,individual,20,web,anual,13,0,18.39,3,0.05,2,20,400,tarjeta,0,1,0,1,22.07,tecnico,3.0,0,0.31,5.0,neutral,activo,0,1
cust07508,femenino,52,canada,toronto,sme,3,web,mensual,1,0,18.3,7,0.12,88,10,30,paypal,0,1,0,4,31.1,otro tipo de queja,2.0,0,0.35,3.0,insatisfecho,inactivo,1,1
cust07509,masculino,21,australia,sydney,individual,31,mobile,anual,14,6,23.36,7,-0.21,26,10,310,paypal,0,0,0,2,27.34,tecnico,5.0,0,0.92,9.0,muy satisfecho,en riesgo,0,0
cust07510,femenino,50,australia,sydney,individual,12,mobile,anual,6,2,13.33,5,0.08,1,30,360,tarjeta,1,1,0,2,21.39,facturacion,4.0,0,0.7,7.0,satisfecho,activo,0,0
cust07511,masculino,30,us,new york,individual,1,web,mensual,2,0,10.7,7,-0.2,37,20,20,paypal,2,1,0,3,24.26,facturacion,2.0,0,0.13,3.0,insatisfecho,inactivo,1,1
cust07512,femenino,73,uk,londres,enterprise,44,web,anual,35,5,17.83,7,0.04,6,20,880,paypal,0,0,0,1,1.0,otro tipo de queja,3.0,0,0.71,5.0,neutral,activo,0,0
cust07513,femenino,53,banglades,dhaka,individual,25,web,anual,15,7,22.66,2,0.26,3,20,500,tarjeta,0,0,0,1,19.19,tecnico,5.0,0,0.9,9.0,muy satisfecho,activo,0,0
cust07514,masculino,71,alemania,berlin,sme,35,referido,mensual,4,7,10.06,2,0.04,9,50,1750,paypal,0,0,0,0,16.24,sin queja,3.0,0,0.75,5.0,neutral,en riesgo,0,0
cust07515,femenino,60,alemania,berlin,sme,29,referido,mensual,32,4,16.92,2,-0.2,4,20,580,tarjeta,0,0,1,1,22.13,servicio,3.0,0,0.61,5.0,neutral,activo,0,0
cust07516,masculino,36,uk,londres,sme,6,web,mensual,1,1,18.1,6,0.15,2,30,180,tarjeta,0,0,1,4,19.04,tecnico,3.0,0,0.19,5.0,neutral,activo,1,0
cust07517,masculino,60,us,new york,sme,36,web,mensual,9,3,15.21,7,-0.13,12,30,1080,paypal,0,0,0,1,37.05,tecnico,4.0,0,1.0,7.0,satisfecho,en riesgo,0,0
cust07518,femenino,29,banglades,dhaka,individual,43,web,mensual,10,3,17.5,6,0.22,3,70,3010,tarjeta,1,0,0,2,26.27,facturacion,5.0,0,0.72,9.0,muy satisfecho,activo,0,0
cust07519,masculino,28,australia,sydney,sme,5,web,mensual,1,1,19.86,7,-0.09,50,10,50,tarjeta,0,0,0,2,26.46,otro tipo de queja,2.0,0,0.21,3.0,insatisfecho,inactivo,1,1
cust07520,femenino,23,australia,sydney,individual,25,web,anual,16,5,16.7,4,-0.17,2,20,500,tarjeta,3,0,0,3,35.4,facturacion,3.0,0,0.15,5.0,neutral,activo,0,1
cust07521,femenino,29,australia,sydney,sme,25,web,trimestral,12,4,14.87,5,0.28,29,10,250,tarjeta,1,0,0,1,17.07,facturacion,4.0,1,0.85,7.0,satisfecho,en riesgo,0,0
cust07522,masculino,44,alemania,berlin,enterprise,3,web,anual,0,2,14.12,4,0.02,74,30,90,tarjeta,1,0,0,2,28.48,facturacion,2.0,0,0.04,3.0,insatisfecho,inactivo,1,1
cust07523,femenino,58,alemania,berlin,enterprise,35,web,anual,6,2,22.16,6,-0.03,13,50,1750,tarjeta,0,1,0,2,24.46,tecnico,5.0,0,0.92,9.0,muy satisfecho,en riesgo,0,0
cust07524,masculino,42,us,new york,individual,28,mobile,mensual,9,3,17.54,2,0.05,7,30,840,tarjeta,1,0,0,3,28.47,facturacion,5.0,0,0.71,10.0,muy satisfecho,activo,0,0
cust07525,masculino,59,alemania,berlin,individual,26,web,trimestral,8,0,22.9,8,-0.18,6,30,780,tarjeta,0,0,0,4,41.68,facturacion,4.0,0,0.92,7.0,satisfecho,activo,0,0
cust07526,femenino,20,canada,toronto,individual,34,referido,mensual,15,1,15.81,4,0.05,6,10,340,tarjeta,2,0,0,1,16.82,facturacion,5.0,1,0.85,9.0,muy satisfecho,activo,0,0
cust07527,femenino,20,alemania,berlin,individual,16,referido,trimestral,8,4,19.53,9,0.09,2,10,160,transferencia bancaria,0,0,0,1,26.1,facturacion,3.0,0,0.53,5.0,neutral,activo,0,0
cust07528,masculino,37,australia,sydney,individual,33,web,mensual,19,2,18.86,7,-0.29,11,20,660,paypal,1,1,0,2,31.1,facturacion,4.0,0,0.87,7.0,satisfecho,en riesgo,0,0
cust07529,masculino,45,us,new york,individual,36,web,mensual,16,1,10.93,3,0.18,4,20,720,tarjeta,0,0,0,0,11.91,sin queja,4.0,0,0.9,7.0,satisfecho,activo,0,0
cust07530,femenino,40,uk,londres,enterprise,14,web,mensual,9,0,1.0,7,-0.08,14,20,280,tarjeta,0,0,0,3,17.25,servicio,4.0,0,0.92,7.0,satisfecho,en riesgo,0,0
cust07531,femenino,65,uk,londres,individual,24,web,trimestral,5,3,3.51,9,0.0,28,20,480,tarjeta,0,0,0,0,19.01,sin queja,5.0,0,0.88,9.0,muy satisfecho,en riesgo,0,0
cust07532,femenino,20,us,new york,sme,38,web,anual,25,0,20.87,6,-0.05,0,100,3800,paypal,0,0,0,1,18.53,servicio,3.0,0,0.79,5.0,neutral,activo,0,0
cust07533,femenino,59,canada,toronto,individual,5,mobile,mensual,21,4,18.9,4,0.2,5,10,50,paypal,0,1,0,2,21.16,otro tipo de queja,3.0,0,0.69,5.0,neutral,activo,1,1
cust07534,masculino,41,uk,londres,sme,23,mobile,trimestral,8,5,15.02,11,0.05,24,70,1610,paypal,1,1,0,1,20.04,facturacion,5.0,0,0.72,9.0,muy satisfecho,en riesgo,0,0
cust07535,femenino,60,australia,sydney,enterprise,18,web,trimestral,18,5,16.73,3,0.03,14,20,360,tarjeta,1,0,0,2,14.21,facturacion,5.0,0,0.7,9.0,muy satisfecho,en riesgo,0,0
cust07536,masculino,57,uk,londres,individual,6,mobile,mensual,2,7,10.34,5,0.02,44,10,60,tarjeta,0,0,0,1,47.8,otro tipo de queja,2.0,1,0.16,3.0,insatisfecho,inactivo,1,1
cust07537,masculino,23,uk,londres,individual,16,web,anual,22,3,9.92,4,0.06,26,30,480,tarjeta,1,0,0,1,25.12,facturacion,3.0,0,0.5,5.0,neutral,en riesgo,0,0
cust07538,femenino,37,australia,sydney,individual,2,web,mensual,1,0,13.01,3,0.14,88,10,20,tarjeta,0,0,0,1,26.37,otro tipo de queja,1.0,2,0.18,1.0,muy insatisfecho,inactivo,1,1
cust07539,masculino,28,alemania,berlin,enterprise,1,mobile,mensual,0,6,20.62,5,0.13,50,50,50,paypal,0,0,0,1,14.96,tecnico,2.0,1,0.16,3.0,insatisfecho,inactivo,1,1
cust07540,femenino,49,canada,toronto,individual,18,web,mensual,7,6,22.28,4,0.03,7,30,540,transferencia bancaria,0,0,0,1,12.45,tecnico,4.0,1,0.93,6.0,satisfecho,activo,0,0
cust07541,masculino,44,banglades,dhaka,individual,3,mobile,trimestral,2,7,17.29,8,0.12,85,50,150,tarjeta,0,0,0,2,28.09,otro tipo de queja,2.0,0,0.24,3.0,insatisfecho,inactivo,1,1
cust07542,femenino,38,australia,sydney,individual,55,referido,mensual,18,5,15.69,5,0.07,4,30,1650,transferencia bancaria,1,0,0,1,11.69,facturacion,3.0,0,0.4,5.0,neutral,activo,0,0
cust07543,masculino,61,australia,sydney,individual,52,referido,mensual,1,6,14.62,6,-0.31,10,70,3640,tarjeta,0,0,0,3,22.86,tecnico,3.0,0,0.68,5.0,neutral,en riesgo,0,0
cust07544,masculino,65,india,delhi,sme,26,web,anual,17,7,12.25,9,-0.24,17,20,520,paypal,0,0,0,1,18.43,otro tipo de queja,4.0,0,0.94,7.0,satisfecho,en riesgo,0,0
cust07545,femenino,67,us,new york,individual,26,mobile,mensual,12,4,1.15,6,0.16,25,10,260,paypal,0,0,0,2,29.2,tecnico,5.0,0,0.93,9.0,muy satisfecho,en riesgo,0,0
cust07546,femenino,30,canada,toronto,individual,4,web,mensual,1,5,21.1,6,0.03,38,50,200,paypal,2,0,0,3,12.22,facturacion,3.0,0,0.05,5.0,neutral,inactivo,1,0
cust07547,masculino,39,alemania,berlin,individual,22,referido,anual,10,4,19.86,6,-0.01,15,70,1540,transferencia bancaria,1,0,0,1,32.38,facturacion,5.0,0,0.73,9.0,muy satisfecho,en riesgo,0,0
cust07548,masculino,52,india,delhi,enterprise,3,referido,trimestral,2,4,17.06,9,-0.09,37,30,90,paypal,0,0,0,0,29.73,sin queja,2.0,0,0.4,3.0,insatisfecho,inactivo,1,0
cust07549,femenino,64,banglades,dhaka,individual,22,web,mensual,11,1,19.35,7,0.13,21,70,1540,tarjeta,0,0,0,0,39.33,sin queja,4.0,0,0.9,7.0,satisfecho,en riesgo,0,0
cust07550,masculino,39,australia,sydney,sme,3,referido,mensual,2,4,27.34,8,-0.03,35,10,30,transferencia bancaria,2,1,0,2,24.69,facturacion,2.0,0,0.08,3.0,insatisfecho,inactivo,1,1
cust07551,femenino,45,banglades,dhaka,individual,5,web,trimestral,1,2,11.42,2,-0.32,32,50,250,paypal,0,1,0,0,26.59,sin queja,2.0,0,0.22,3.0,insatisfecho,inactivo,1,1
cust07552,masculino,38,banglades,dhaka,sme,16,web,trimestral,7,4,17.18,5,-0.3,19,70,1120,tarjeta,2,0,0,2,17.95,facturacion,4.0,0,0.66,7.0,satisfecho,en riesgo,0,0
cust07553,femenino,63,banglades,dhaka,enterprise,19,web,anual,12,0,6.31,5,0.06,2,30,570,tarjeta,1,0,0,1,4.5,facturacion,4.0,0,0.83,7.0,satisfecho,activo,0,0
cust07554,masculino,35,india,delhi,individual,29,web,trimestral,16,2,27.18,4,-0.11,22,20,580,paypal,2,0,0,2,2.94,facturacion,3.0,1,0.66,5.0,neutral,en riesgo,0,0
cust07555,femenino,48,alemania,berlin,individual,47,referido,trimestral,8,3,15.55,4,-0.16,13,20,940,tarjeta,0,1,0,1,32.55,tecnico,4.0,0,0.96,7.0,satisfecho,en riesgo,0,0
cust07556,femenino,63,india,delhi,individual,6,web,mensual,2,5,1.0,7,0.0,83,10,60,tarjeta,0,0,0,1,28.66,tecnico,2.0,0,0.36,3.0,insatisfecho,inactivo,1,1
cust07557,masculino,54,india,delhi,sme,26,referido,mensual,13,5,12.39,8,0.08,14,100,2600,tarjeta,1,0,0,2,24.7,facturacion,4.0,0,0.73,7.0,satisfecho,en riesgo,0,0
cust07558,femenino,38,india,delhi,individual,13,referido,trimestral,31,2,24.08,7,0.2,40,10,130,paypal,0,0,1,0,16.61,sin queja,3.0,0,0.21,5.0,neutral,inactivo,0,0
cust07559,masculino,31,australia,sydney,individual,36,referido,mensual,12,0,20.08,7,0.02,4,50,1800,tarjeta,0,1,0,0,19.59,sin queja,3.0,0,0.26,5.0,neutral,activo,0,0
cust07560,femenino,42,australia,sydney,individual,38,web,anual,24,6,26.58,9,0.13,4,10,380,tarjeta,1,0,0,2,1.0,facturacion,3.0,0,0.78,5.0,neutral,activo,0,0
cust07561,femenino,44,us,new york,individual,26,mobile,trimestral,15,5,14.23,7,-0.2,5,20,520,tarjeta,1,0,0,2,21.24,facturacion,4.0,0,0.7,7.0,satisfecho,activo,0,0
cust07562,femenino,57,uk,londres,individual,6,mobile,mensual,1,5,20.8,5,0.21,39,100,600,tarjeta,1,0,0,1,42.55,facturacion,1.0,0,0.06,1.0,muy insatisfecho,inactivo,1,0
cust07563,masculino,40,canada,toronto,sme,15,mobile,trimestral,28,3,17.62,5,-0.3,13,30,450,paypal,2,0,1,2,19.35,facturacion,3.0,0,0.85,6.0,neutral,en riesgo,0,0
cust07564,femenino,48,us,new york,sme,35,web,trimestral,33,0,17.45,9,0.08,4,30,1050,paypal,1,0,0,1,21.89,facturacion,3.0,0,0.88,6.0,neutral,activo,0,0
cust07565,masculino,64,alemania,berlin,individual,43,mobile,trimestral,18,6,8.17,6,-0.08,30,20,860,tarjeta,0,0,0,0,14.0,sin queja,4.0,0,0.89,8.0,satisfecho,en riesgo,0,0
cust07566,femenino,46,india,delhi,sme,43,mobile,trimestral,12,0,1.0,10,-0.02,9,10,430,tarjeta,0,0,0,0,29.76,sin queja,5.0,0,0.95,9.0,muy satisfecho,en riesgo,0,0
cust07567,masculino,64,australia,sydney,sme,48,mobile,trimestral,34,1,14.61,7,-0.05,14,50,2400,paypal,0,0,0,0,17.59,sin queja,3.0,0,0.86,5.0,neutral,en riesgo,0,0
cust07568,masculino,47,india,delhi,sme,50,referido,anual,14,1,1.0,7,-0.04,30,50,2500,paypal,0,1,1,0,34.19,sin queja,3.0,0,0.93,6.0,neutral,en riesgo,0,0
cust07569,masculino,68,australia,sydney,individual,3,web,anual,0,0,19.2,6,-0.02,89,70,210,tarjeta,2,0,1,1,45.24,facturacion,2.0,1,0.13,3.0,insatisfecho,inactivo,1,1
cust07570,femenino,43,banglades,dhaka,individual,45,web,mensual,9,4,12.06,3,0.27,9,50,2250,tarjeta,0,0,1,1,19.36,tecnico,5.0,1,0.98,9.0,muy satisfecho,en riesgo,0,0
cust07571,masculino,37,canada,toronto,sme,17,web,anual,6,1,9.14,5,0.18,18,20,340,tarjeta,0,1,0,2,1.0,tecnico,4.0,0,0.93,7.0,satisfecho,en riesgo,0,1
cust07572,femenino,55,us,new york,sme,28,web,anual,20,6,8.95,4,0.11,18,30,840,transferencia bancaria,0,0,0,2,37.12,otro tipo de queja,5.0,0,0.97,9.0,muy satisfecho,en riesgo,0,0
cust07573,masculino,36,us,new york,individual,46,web,trimestral,12,5,15.54,8,-0.03,17,20,920,tarjeta,2,0,0,4,21.55,facturacion,5.0,0,0.83,9.0,muy satisfecho,en riesgo,0,0
cust07574,masculino,44,alemania,berlin,individual,2,web,trimestral,1,0,21.7,6,0.07,64,30,60,tarjeta,0,0,1,2,26.03,tecnico,2.0,0,0.32,4.0,insatisfecho,inactivo,1,1
cust07575,masculino,42,banglades,dhaka,individual,29,referido,trimestral,15,2,12.93,10,-0.08,24,20,580,paypal,1,0,0,2,24.78,facturacion,5.0,0,0.66,9.0,muy satisfecho,en riesgo,0,0
cust07576,masculino,57,us,new york,individual,46,referido,mensual,12,7,9.7,3,0.07,2,10,460,tarjeta,0,0,1,1,34.56,tecnico,3.0,1,0.33,4.0,neutral,activo,0,0
cust07577,femenino,55,us,new york,individual,14,web,mensual,17,0,9.8,3,0.01,16,70,980,tarjeta,1,0,0,1,12.89,facturacion,4.0,0,0.83,7.0,satisfecho,en riesgo,0,0
cust07578,masculino,69,uk,londres,individual,47,web,anual,12,0,26.34,11,0.09,21,20,940,paypal,0,0,0,2,19.14,tecnico,4.0,0,0.92,7.0,satisfecho,en riesgo,0,1
cust07579,masculino,40,canada,toronto,individual,10,web,trimestral,34,7,14.67,3,-0.05,14,70,700,transferencia bancaria,0,0,1,1,15.25,tecnico,3.0,1,0.57,5.0,neutral,en riesgo,0,0
cust07580,femenino,46,india,delhi,sme,22,mobile,mensual,18,3,1.0,4,0.17,7,50,1100,tarjeta,0,0,1,0,22.8,sin queja,3.0,0,0.99,5.0,neutral,activo,0,0
cust07581,masculino,32,us,new york,individual,27,mobile,mensual,17,6,12.25,5,0.03,21,10,270,tarjeta,1,1,0,1,43.85,facturacion,4.0,0,0.8,7.0,satisfecho,en riesgo,0,1
cust07582,masculino,20,alemania,berlin,individual,4,web,mensual,1,1,4.96,4,-0.01,87,20,80,transferencia bancaria,1,0,0,3,15.73,facturacion,3.0,0,0.05,4.0,neutral,inactivo,1,0
cust07583,masculino,27,india,delhi,individual,30,mobile,anual,7,3,10.68,6,0.13,10,20,600,tarjeta,2,0,0,1,28.19,facturacion,5.0,1,0.82,9.0,muy satisfecho,en riesgo,0,0
cust07584,masculino,32,australia,sydney,individual,34,web,trimestral,17,4,6.76,6,0.26,24,10,340,transferencia bancaria,0,0,0,1,30.06,servicio,3.0,0,0.89,5.0,neutral,en riesgo,0,0
cust07585,femenino,73,banglades,dhaka,individual,17,referido,trimestral,43,0,28.35,2,0.02,4,30,510,tarjeta,0,1,0,1,27.08,servicio,3.0,0,0.46,5.0,neutral,activo,0,0
cust07586,femenino,33,banglades,dhaka,sme,38,referido,mensual,23,1,17.23,4,-0.01,7,30,1140,tarjeta,2,0,1,2,25.41,facturacion,3.0,0,0.53,5.0,neutral,activo,0,0
cust07587,masculino,34,us,new york,individual,16,referido,trimestral,11,1,22.47,4,0.08,13,50,800,tarjeta,0,0,0,1,23.48,servicio,3.0,0,0.88,5.0,neutral,en riesgo,0,0
cust07588,femenino,36,us,new york,sme,24,web,anual,19,6,28.24,7,-0.05,13,30,720,transferencia bancaria,0,1,0,1,28.55,tecnico,4.0,0,0.87,7.0,satisfecho,en riesgo,0,0
cust07589,femenino,28,india,delhi,sme,17,web,trimestral,10,5,17.04,3,-0.14,10,20,340,transferencia bancaria,0,0,0,3,32.8,otro tipo de queja,4.0,1,0.9,7.0,satisfecho,en riesgo,0,0
cust07590,masculino,65,australia,sydney,sme,32,web,mensual,20,1,32.86,3,-0.08,14,50,1600,tarjeta,0,0,0,2,14.25,tecnico,5.0,1,0.85,9.0,muy satisfecho,en riesgo,0,0
cust07591,femenino,22,uk,londres,sme,29,mobile,anual,4,0,4.28,6,0.21,0,50,1450,tarjeta,0,1,0,1,41.77,otro tipo de queja,3.0,0,0.23,5.0,neutral,activo,0,0
