ClienteID,FechaRegistro,Genero,EsMayor,TienePareja,TieneDependientes,Ciudad,Estado,Borough,CodigoPostal,Latitud,Longitud,IngresoMediano,DensidadPoblacional,ServicioTelefono,LineasMultiples,TipoInternet,SeguridadOnline,RespaldoOnline,ProteccionDispositivo,SoporteTecnico,StreamingTV,StreamingPeliculas,TipoContrato,FacturacionSinPapel,MetodoPago,Antiguedad,CargoMensual,SegmentoCliente,nivel_riesgo,score_riesgo,ratio_precio_ingreso,TipoDeQueja,TicketsSoporte,Escaladas,PuntuacionNPS,PuntuacionCSAT,TiempoResolucion,TasaAperturaEmail,TasaClicsMarketing,Cancelacion,tenure_group,income_bracket,has_queja,alto_tickets,servicios_premium_count,nps_categoria,csat_categoria,risk_flag,borough_risk,high_density_area,CustomerValueRatio,PriceIncomePercent,ServicioTelefono_Binary,LineasMultiples_Binary,SeguridadOnline_Binary,RespaldoOnline_Binary,ProteccionDispositivo_Binary,SoporteTecnico_Binary,StreamingTV_Binary,StreamingPeliculas_Binary,ServicesCount,EngagementScore,EstimatedLTV,AvgMonthlyValue,TenureGroup,PriceSegment,HighRisk_ContractTenure,MediumRisk_ContractTenure,IncomePriceMismatch,HighRiskSegment,Log_ChargesMonthly,Log_EstimatedLTV,Log_Tenure,Sqrt_Tenure,Sqrt_ServicesCount,Churn_Binary
10353-2456B,2021-11-02,Masculino,0,Si,No,New York,NY,BROOKLYN,11210,40.87293873032008,-73.90200732352265,63000,14000,Si,Si,Fibra óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,51,100.14,PYME,Alto,9.5,0.0180285714285714,Precio,5,0,16.0,1.6,49.59,0.3,0.11,Si,49+ meses,Medium,1,1,0,Promotor,Insatisfecho,0,26.39182522903453,1,0.019074285714285714,1.9074285714285715,1,1,0,0,0,0,1,1,4,2.0170061301166697,5107.14,98.21423076923078,48+_months,Enterprise,0,0,0,0,4.616505695651837,8.538590624764309,3.9512437185814275,7.14142842854285,2.0,1
10354-3FF4C,2023-01-26,Masculino,0,Si,No,New York,NY,BROOKLYN,11207,40.70103048986015,-73.82541966340476,63000,14000,Si,No,Fibra óptica,Si,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,35,84.72,PYME,Alto,8.5,0.0178285714285714,Red,4,2,53.0,3.8,18.23,0.4,0.17,No,25-48 meses,Medium,1,1,1,Promotor,Satisfecho,0,26.39182522903453,1,0.016137142857142857,1.6137142857142857,1,0,1,0,0,0,1,1,4,1.6332244517032197,2965.2,82.36666666666666,24-48_months,Premium,0,0,0,0,4.451086170605376,7.9950369513078625,3.58351893845611,5.916079783099616,2.0,0
10355-A97F6,2025-04-15,Masculino,0,No,No,New York,NY,BROOKLYN,11227,40.788140136747664,-73.9471894222961,63000,14000,Si,Si,Fibra óptica,No,Si,No,No,Si,Si,Mensual,Si,Tarjeta de crédito,8,108.17,PYME,Alto,9.5,0.0189142857142857,Red,3,0,38.0,3.63,30.2,0.44,0.14,No,0-12 meses,Medium,1,0,1,Promotor,Satisfecho,0,26.39182522903453,1,0.020603809523809524,2.060380952380952,1,1,0,1,0,0,1,1,5,0.3664010259228726,865.36,96.1511111111111,0-12_months,Enterprise,0,0,0,0,4.6929063002921785,6.764300526569295,2.1972245773362196,2.8284271247461903,2.23606797749979,0
10356-C7C3E,2020-02-11,Femenino,0,Si,Si,New York,NY,BROOKLYN,11246,40.66413255317292,-73.98811231682718,63000,14000,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de crédito,77,97.66,Corporativo,Medio,4.0,0.0173238095238095,,1,0,55.0,3.65,7.27,0.36,0.1,No,49+ meses,Medium,0,0,4,Promotor,Satisfecho,0,26.39182522903453,1,0.01860190476190476,1.860190476190476,1,1,1,1,1,1,1,1,8,6.243665112507602,7519.82,96.40794871794871,48+_months,Enterprise,0,0,0,0,4.5916795958055925,8.92543045355237,4.356708826689592,8.774964387392123,2.8284271247461903,0
10357-F5216,2025-06-14,Femenino,0,No,No,New York,NY,MANHATTAN,10003,40.76151690163327,-73.99039075786746,85000,28000,Si,No,Fibra óptica,No,No,No,No,Si,No,Mensual,Si,Cheque electrónico,7,76.86,PYME,Alto,9.5,0.0111529411764705,Calidad,5,0,8.0,1.46,35.46,0.22,0.08,Si,0-12 meses,High,1,1,0,Pasivo,Insatisfecho,0,29.0176322418136,1,0.010850823529411765,1.0850823529411766,1,0,0,0,0,0,1,0,2,0.17980991523246853,538.02,67.2525,0-12_months,Premium,0,0,0,0,4.35491234218231,6.289752675971987,2.0794415416798357,2.6457513110645907,1.4142135623730951,1
10360-6A26C,2023-06-25,Femenino,0,No,No,New York,NY,QUEENS,11113,40.742377019864904,-73.87074910994087,72000,8500,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Tarjeta de crédito,30,20.03,Residencial,Medio,4.0,0.0034833333333333,,1,0,77.0,4.56,25.41,0.52,0.28,No,25-48 meses,Medium,0,0,0,Promotor,Satisfecho,0,24.60515378221114,0,0.0033383333333333333,0.3338333333333333,1,0,0,0,0,0,0,0,1,1.4265335235378032,600.9000000000001,19.383870967741938,24-48_months,Budget,0,0,0,0,3.0459499897146083,6.400091318553725,3.4339872044851463,5.477225575051661,1.0,0
10361-01538,2025-03-16,Masculino,0,No,No,New York,NY,BROOKLYN,11216,40.79723287987437,-73.94043190351476,63000,14000,Si,No,Fibra óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,10,87.84,PYME,Alto,10.5,0.017047619047619,Servicio,5,0,11.0,2.19,23.51,0.29,0.11,Si,0-12 meses,Medium,1,1,0,Promotor,Insatisfecho,0,26.39182522903453,1,0.01673142857142857,1.673142857142857,1,0,0,0,0,0,1,1,3,0.33768572714993245,878.4000000000001,79.85454545454546,0-12_months,Premium,0,0,0,0,4.4868369990262265,6.77923985674671,2.3978952727983707,3.1622776601683795,1.7320508075688772,1
10362-C8B9A,2022-07-30,Femenino,0,Si,Si,New York,NY,BRONX,10470,40.64185246137445,-74.0173643472391,42000,13000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Cheque por correo,38,21.3,Residencial,Medio,4.0,0.0057142857142857,,2,0,56.0,3.9,42.38,0.43,0.16,No,25-48 meses,Low,0,0,0,Promotor,Satisfecho,0,25.660569105691057,0,0.006085714285714286,0.6085714285714287,1,0,0,0,0,0,0,0,1,1.704035874439462,809.4,20.753846153846155,24-48_months,Budget,0,0,0,0,3.104586678466073,6.697527952934474,3.6635616461296463,6.164414002968976,1.0,0
10363-A1DC5,2020-08-09,Femenino,1,Si,No,New York,NY,QUEENS,11200,40.55351337445101,-74.14350644507066,72000,8500,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Un año,No,Tarjeta de crédito,70,105.88,Corporativo,Medio,7.0,0.0174333333333333,,1,0,83.0,4.65,42.41,0.44,0.16,No,49+ meses,Medium,0,0,2,Promotor,Satisfecho,0,24.60515378221114,0,0.017646666666666665,1.7646666666666664,1,1,0,1,1,0,1,1,6,3.9296407185628746,7411.599999999999,104.38873239436619,48+_months,Enterprise,0,0,0,0,4.671706709788335,8.910936533940108,4.2626798770413155,8.366600265340756,2.449489742783178,0
10364-919FB,2022-11-27,Masculino,0,No,No,New York,NY,BRONX,10453,40.73797724835739,-73.8836869402859,42000,13000,Si,Si,Fibra óptica,No,Si,Si,No,No,Si,Mensual,Si,Tarjeta de crédito,38,89.72,PYME,Alto,8.5,0.0271714285714285,Servicio,2,0,48.0,4.54,33.62,0.42,0.12,No,25-48 meses,Low,1,0,2,Promotor,Satisfecho,0,25.660569105691057,0,0.025634285714285714,2.563428571428571,1,1,0,1,1,0,0,1,5,2.0943562610229276,3409.36,87.41948717948718,24-48_months,Premium,0,0,1,0,4.507777839979442,8.134573136552754,3.6635616461296463,6.164414002968976,2.23606797749979,0
10365-9A5B6,2021-06-05,Femenino,0,Si,Si,New York,NY,QUEENS,11391,40.76035149307142,-73.9300255751503,72000,8500,Si,No,DSL,Si,Si,Si,No,No,No,Dos años,Si,Tarjeta de crédito,53,56.02,Residencial,Medio,4.0,0.0102166666666666,,1,0,61.0,3.51,24.42,0.23,0.12,No,49+ meses,Medium,0,0,3,Promotor,Satisfecho,0,24.60515378221114,0,0.009336666666666667,0.9336666666666666,1,0,1,1,1,0,0,0,4,3.717993686425815,2969.06,54.98259259259259,48+_months,Standard,0,0,0,0,4.043402083484526,7.996337433612889,3.9889840465642745,7.280109889280518,2.0,0
10366-EF3E8,2024-06-19,Masculino,0,No,Si,New York,NY,BROOKLYN,11208,40.63804857218337,-73.98540022327182,63000,14000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Tarjeta de crédito,20,21.29,Residencial,Medio,5.0,0.0039714285714285,,1,0,49.0,3.81,13.91,0.39,0.13,No,13-24 meses,Medium,0,0,0,Promotor,Satisfecho,0,26.39182522903453,1,0.004055238095238095,0.4055238095238095,1,0,0,0,0,0,0,0,1,0.8972633467922836,425.79999999999995,20.276190476190475,12-24_months,Budget,0,0,0,0,3.1041381473977774,6.056315519427598,3.044522437723423,4.47213595499958,1.0,0
10367-C0FAF,2022-07-30,Masculino,0,Si,Si,New York,NY,BROOKLYN,11234,40.69646141825043,-73.76169439942323,63000,14000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,No,Cheque por correo,43,21.54,Residencial,Medio,5.0,0.0038571428571428,,2,0,75.0,4.5,37.9,0.78,0.28,No,25-48 meses,Medium,0,0,0,Promotor,Satisfecho,0,26.39182522903453,1,0.0041028571428571425,0.41028571428571425,1,0,0,0,0,0,0,0,1,1.9077196095829636,926.2199999999999,21.050454545454542,24-48_months,Budget,0,0,0,0,3.11529150861163,6.832190862112147,3.784189633918261,6.557438524302,1.0,0
10368-8C2D7,2025-01-15,Femenino,0,Si,Si,New York,NY,MANHATTAN,10071,40.640074847157614,-74.00836305791456,85000,28000,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Tarjeta de crédito,12,27.05,Residencial,Medio,5.0,0.0035647058823529,,2,0,58.0,2.91,32.81,0.2,0.1,No,0-12 meses,High,0,0,0,Promotor,Insatisfecho,0,29.0176322418136,1,0.003818823529411765,0.3818823529411765,1,1,0,0,0,0,0,0,2,0.8556149732620321,324.6,24.96923076923077,0-12_months,Budget,0,0,0,0,3.3339886319687055,5.785669634128385,2.5649493574615367,3.4641016151377544,1.4142135623730951,0
10369-57960,2021-01-06,Masculino,0,Si,No,New York,NY,QUEENS,11657,40.82075271877442,-73.8656976544839,72000,8500,Si,No,Fibra óptica,No,Si,Si,Si,No,Si,Mensual,No,Tarjeta de crédito,62,100.23,Corporativo,Medio,6.5,0.0156916666666666,,2,0,53.0,3.64,5.02,0.32,0.13,No,49+ meses,Medium,0,0,3,Promotor,Satisfecho,0,24.60515378221114,0,0.016705,1.6705,1,0,0,1,1,1,0,1,5,3.062333300405018,6214.26,98.63904761904762,48+_months,Enterprise,0,0,0,0,4.6173951556106605,8.734762837341705,4.143134726391533,7.874007874011811,2.23606797749979,0
10370-ECB56,2020-04-11,Masculino,0,Si,No,New York,NY,BROOKLYN,11243,40.72767319953636,-73.7084374430365,63000,14000,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de crédito,72,114.61,Corporativo,Medio,4.0,0.0217714285714285,,2,0,49.0,3.21,3.69,0.46,0.2,No,49+ meses,Medium,0,0,4,Promotor,Satisfecho,0,26.39182522903453,1,0.021830476190476192,2.183047619047619,1,1,1,1,1,1,1,1,8,4.982267969898798,8251.92,113.04,48+_months,Enterprise,0,0,0,0,4.75022245768723,9.018322356100894,4.290459441148391,8.48528137423857,2.8284271247461903,0
10371-0DECD,2025-05-15,Femenino,0,No,No,New York,NY,STATEN ISLAND,10313,40.723961386397455,-73.95088771447024,82000,3200,Si,No,DSL,No,Si,No,Si,Si,No,Mensual,Si,Cheque electrónico,7,63.85,Residencial,Medio,7.5,0.0095780487804878,,2,0,63.0,3.27,10.59,0.25,0.13,No,0-12 meses,High,0,0,2,Promotor,Satisfecho,0,26.58730158730159,0,0.009343902439024391,0.9343902439024391,1,0,0,1,0,1,1,0,4,0.43176561295296845,446.95,55.86875,0-12_months,Standard,0,0,0,0,4.172076910762453,6.104681619043587,2.0794415416798357,2.6457513110645907,2.0,0
10372-F1AB5,2023-05-26,Femenino,0,Si,Si,New York,NY,BROOKLYN,11223,40.77968958467983,-73.98788226229857,63000,14000,Si,Si,DSL,No,Si,Si,No,No,No,Mensual,No,Transferencia bancaria,31,68.39,Residencial,Medio,7.5,0.011895238095238,,2,0,72.0,3.1,12.3,0.42,0.17,No,25-48 meses,Medium,0,0,2,Promotor,Satisfecho,0,26.39182522903453,1,0.013026666666666667,1.3026666666666666,1,1,0,1,1,0,0,0,4,1.787001008790892,2120.09,66.2528125,24-48_months,Standard,0,0,0,0,4.239742764911457,7.659685386479146,3.4657359027997265,5.5677643628300215,2.0,0
10373-A7330,2025-09-12,Femenino,0,No,No,New York,NY,BROOKLYN,11244,40.6096079316188,-73.9563705935594,63000,14000,Si,Si,Fibra óptica,No,Si,No,No,No,No,Mensual,No,Transferencia bancaria,4,84.54,PYME,Alto,11.0,0.014847619047619,Calidad,7,1,24.0,2.99,13.81,0.14,0.05,Si,0-12 meses,Medium,1,1,1,Promotor,Insatisfecho,0,26.39182522903453,1,0.016102857142857144,1.6102857142857145,1,1,0,1,0,0,0,0,3,0.1402852466682254,338.16,67.632,0-12_months,Premium,0,0,0,0,4.448984102798763,5.826471972435803,1.6094379124341003,2.0,1.7320508075688772,1
10374-16A4D,2020-09-08,Masculino,0,Si,Si,New York,NY,QUEENS,11657,40.71746032926609,-73.91911854501953,72000,8500,Si,Si,DSL,Si,Si,No,No,No,Si,Dos años,Si,Cheque por correo,68,73.06,PYME,Medio,4.0,0.0115916666666666,,2,0,75.0,4.46,20.72,0.82,0.33,No,49+ meses,Medium,0,0,2,Promotor,Satisfecho,0,24.60515378221114,0,0.012176666666666667,1.2176666666666667,1,1,1,1,0,0,0,1,5,4.590872265730488,4968.08,72.00115942028985,48+_months,Premium,0,0,0,0,4.304875575485466,8.510989991291597,4.23410650459726,8.246211251235321,2.23606797749979,0
10375-C71DF,2020-03-12,Masculino,0,No,No,New York,NY,BRONX,10467,40.698198308994606,-73.99267188754597,42000,13000,No,Sin servicio,DSL,Si,Si,Si,Si,Si,No,Dos años,No,Transferencia bancaria,69,53.2,PYME,Bajo,3.0,0.0154142857142857,,1,0,100.0,4.92,5.71,0.82,0.42,No,49+ meses,Low,0,0,4,Promotor,Satisfecho,0,25.660569105691057,0,0.0152,1.52,0,0,1,1,1,1,1,0,5,6.365313653136531,3670.8,52.440000000000005,48+_months,Standard,0,0,0,0,3.9926809084456005,8.208437284026106,4.248495242049359,8.306623862918075,2.23606797749979,0
10376-B0552,2022-08-29,Masculino,1,No,No,New York,NY,MANHATTAN,10261,40.708520948199286,-73.81831244712662,85000,28000,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,38,107.72,PYME,Alto,8.5,0.0138917647058823,Calidad,5,0,5.0,2.29,40.9,0.05,0.02,No,25-48 meses,High,1,1,1,Detractor,Insatisfecho,0,29.0176322418136,1,0.015207529411764707,1.5207529411764706,1,1,0,0,1,0,1,1,5,1.747608535688006,4093.36,104.95794871794872,24-48_months,Enterprise,0,0,0,0,4.688775769842889,8.317365695916616,3.6635616461296463,6.164414002968976,2.23606797749979,0
10377-294E0,2025-03-16,Femenino,0,No,No,New York,NY,QUEENS,11609,40.75556993899474,-73.97724595988356,72000,8500,No,Sin servicio,DSL,Si,No,No,No,No,No,Mensual,No,Cheque por correo,9,29.0,Residencial,Medio,7.5,0.0049583333333333,,2,0,64.0,2.61,36.03,0.27,0.1,No,0-12 meses,Medium,0,0,1,Promotor,Insatisfecho,0,24.60515378221114,0,0.004833333333333334,0.48333333333333334,0,0,1,0,0,0,0,0,1,0.3,261.0,26.1,0-12_months,Budget,0,0,0,0,3.4011973816621555,5.568344503761097,2.302585092994046,3.0,1.0,0
10378-098D8,2024-06-19,Femenino,0,No,Si,New York,NY,BROOKLYN,11240,40.81937522558501,-73.90137806471634,63000,14000,Si,Si,DSL,Si,Si,No,Si,Si,No,Mensual,Si,Cheque por correo,20,78.7,PYME,Medio,6.5,0.0144571428571428,,1,0,64.0,2.81,6.09,0.33,0.09,No,13-24 meses,Medium,0,0,3,Promotor,Insatisfecho,0,26.39182522903453,1,0.014990476190476191,1.4990476190476192,1,1,1,1,0,1,1,0,6,1.5056461731493098,1574.0,74.95238095238095,12-24_months,Premium,0,0,0,0,4.378269585796169,7.362010551259734,3.044522437723423,4.47213595499958,2.449489742783178,0
10379-C1BA0,2022-05-01,Femenino,0,No,No,New York,NY,BROOKLYN,11227,40.798493152541745,-73.94129399330077,63000,14000,Si,Si,DSL,Si,No,No,Si,No,Si,Dos años,No,Cheque por correo,45,70.52,Corporativo,Medio,4.0,0.0140095238095238,,1,0,76.0,5.06,2.67,0.7,0.26,No,25-48 meses,Medium,0,0,2,Promotor,Satisfecho,0,26.39182522903453,1,0.01343238095238095,1.3432380952380951,1,1,1,0,0,1,0,1,5,3.1459731543624163,3173.3999999999996,68.98695652173912,24-48_months,Premium,0,0,0,0,4.269977130865259,8.062873917090554,3.828641396489095,6.708203932499369,2.23606797749979,0
10380-A979C,2022-07-30,Femenino,0,Si,Si,New York,NY,BRONX,10470,40.716804987731415,-73.99158763338176,42000,13000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Cheque por correo,40,21.34,Residencial,Medio,4.0,0.0057142857142857,,2,0,57.0,3.84,46.25,0.4,0.16,No,25-48 meses,Low,0,0,0,Promotor,Satisfecho,0,25.660569105691057,0,0.006097142857142857,0.6097142857142858,1,0,0,0,0,0,0,0,1,1.7905102954341987,853.6,20.819512195121952,24-48_months,Budget,0,0,0,0,3.1063787936410545,6.750633523209925,3.713572066704308,6.324555320336759,1.0,0
10381-691F7,2025-07-14,Femenino,0,Si,No,New York,NY,BRONX,10460,40.620049100342904,-74.07547188308119,42000,13000,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque por correo,6,48.94,Residencial,Alto,8.5,0.0130428571428571,Precio,2,0,53.0,3.36,44.5,0.31,0.11,No,0-12 meses,Low,1,0,0,Promotor,Satisfecho,0,25.660569105691057,0,0.013982857142857142,1.3982857142857141,1,0,0,0,0,0,0,0,1,0.12014417300760914,293.64,41.94857142857143,0-12_months,Standard,0,0,0,0,3.910822284851627,5.68575427213681,1.9459101490553132,2.449489742783178,1.0,0
10382-9C274,2021-05-06,Masculino,0,No,Si,New York,NY,BRONX,10462,40.11238533659802,-77.51958437167269,42000,13000,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Cheque por correo,61,89.71,Corporativo,Medio,4.0,0.0255857142857142,,1,0,60.0,3.56,2.45,0.27,0.15,No,49+ meses,Low,0,0,4,Promotor,Satisfecho,0,25.660569105691057,0,0.02563142857142857,2.5631428571428567,1,1,1,1,1,1,1,1,8,5.379781721971117,5472.3099999999995,88.26306451612902,48+_months,Premium,0,0,1,0,4.507667604626853,8.607638831235434,4.127134385045092,7.810249675906654,2.8284271247461903,0
10384-C7740,2020-02-11,Masculino,0,Si,No,New York,NY,BROOKLYN,11235,40.758179779343294,-73.84301832230571,63000,14000,No,Sin servicio,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Cheque electrónico,67,70.5,PYME,Bajo,3.0,0.0123238095238095,,0,0,89.0,5.03,9.94,0.68,0.33,No,49+ meses,Medium,0,0,4,Promotor,Satisfecho,0,26.39182522903453,1,0.013428571428571429,1.342857142857143,0,0,1,1,1,1,1,1,6,5.6223776223776225,4723.5,69.46323529411765,48+_months,Premium,0,0,0,0,4.269697449699962,8.460517014222681,4.219507705176107,8.18535277187245,2.449489742783178,0
10385-A52FD,2020-06-10,Masculino,0,No,No,New York,NY,MANHATTAN,10100,40.68598980780081,-73.99939063766718,85000,28000,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Cheque por correo,65,22.79,Residencial,Medio,4.0,0.0034658823529411,,1,0,66.0,3.19,38.07,0.25,0.1,No,49+ meses,High,0,0,0,Promotor,Satisfecho,0,29.0176322418136,1,0.0032174117647058823,0.32174117647058825,1,1,0,0,0,0,0,0,2,5.46448087431694,1481.35,22.444696969696967,48+_months,Budget,0,0,0,0,3.1692653243148663,7.301383945314346,4.189654742026425,8.06225774829855,1.4142135623730951,0
10386-F45CC,2020-04-11,Femenino,1,Si,No,New York,NY,BROOKLYN,11239,40.721339137805806,-73.98927097751921,63000,14000,Si,Si,Fibra óptica,No,Si,No,Si,Si,Si,Un año,Si,Transferencia bancaria,75,104.95,Corporativo,Medio,5.0,0.0201047619047619,,2,0,71.0,4.78,3.85,0.48,0.14,No,49+ meses,Medium,0,0,2,Promotor,Satisfecho,0,26.39182522903453,1,0.01999047619047619,1.999047619047619,1,1,0,1,0,1,1,1,6,4.247286455875413,7871.25,103.56907894736842,48+_months,Enterprise,0,0,0,0,4.662967284714308,8.971099196357892,4.330733340286331,8.660254037844387,2.449489742783178,0
10387-73D02,2025-12-11,Masculino,0,No,No,New York,NY,BRONX,10458,40.69483563306152,-73.8957347052047,42000,13000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,1,19.76,Residencial,Alto,9.0,0.0056142857142857,,2,0,42.0,3.28,36.76,0.31,0.1,No,0-12 meses,Low,0,0,0,Promotor,Satisfecho,0,25.660569105691057,0,0.005645714285714286,0.5645714285714286,1,0,0,0,0,0,0,0,1,0.048169556840077066,19.76,9.88,0-12_months,Budget,0,0,0,0,3.033028058297688,3.033028058297688,0.6931471805599453,1.0,1.0,0
10388-F9D8B,2020-12-07,Masculino,0,Si,Si,New York,NY,QUEENS,11018,40.578182566205015,-74.10968459718679,72000,8500,Si,Si,Fibra óptica,Si,Si,No,No,Si,No,Un año,Si,Tarjeta de crédito,64,100.96,Corporativo,Medio,7.0,0.015825,,1,0,68.0,3.68,31.12,0.22,0.07,No,49+ meses,Medium,0,0,2,Promotor,Satisfecho,0,24.60515378221114,0,0.016826666666666667,1.6826666666666668,1,1,1,1,0,0,1,0,5,3.138485680659082,6461.44,99.40676923076923,48+_months,Enterprise,0,0,0,0,4.6245805795079145,8.773762234440897,4.174387269895637,8.0,2.23606797749979,0
10389-75A6E,2025-07-14,Masculino,0,No,Si,New York,NY,BROOKLYN,11233,40.63673413367565,-74.01186839022336,63000,14000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,6,20.64,Residencial,Medio,7.5,0.0037238095238095,,1,0,85.0,4.55,14.08,0.5,0.18,No,0-12 meses,Medium,0,0,0,Promotor,Satisfecho,0,26.39182522903453,1,0.003931428571428572,0.3931428571428572,1,0,0,0,0,0,0,0,1,0.27726432532347506,123.84,17.69142857142857,0-12_months,Budget,0,0,0,0,3.074543453978281,4.827032917402579,1.9459101490553132,2.449489742783178,1.0,0
10390-7F96B,2025-09-12,Masculino,0,No,No,New York,NY,BRONX,10467,40.72974400065336,-74.00437657891918,42000,13000,Si,No,DSL,No,No,No,Si,No,No,Mensual,Si,Cheque por correo,4,51.84,Residencial,Alto,10.0,0.0145142857142857,Servicio,4,0,40.0,2.92,10.59,0.43,0.18,No,0-12 meses,Low,1,1,1,Promotor,Insatisfecho,0,25.660569105691057,0,0.014811428571428573,1.4811428571428573,1,0,0,0,0,1,0,0,2,0.15140045420136258,207.36,41.472,0-12_months,Standard,0,0,0,0,3.9672684796541247,5.339267352876991,1.6094379124341003,2.0,1.4142135623730951,0
10391-5DFD3,2020-11-07,Masculino,0,Si,No,New York,NY,BRONX,10473,40.64740484121133,-73.96827742857869,42000,13000,Si,No,Fibra óptica,Si,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito,65,102.52,Corporativo,Medio,5.0,0.0314571428571428,,2,0,84.0,4.53,5.0,0.43,0.21,No,49+ meses,Low,0,0,4,Promotor,Satisfecho,0,25.660569105691057,0,0.02929142857142857,2.929142857142857,1,0,1,1,1,1,1,1,7,4.395285935085008,6663.8,100.96666666666667,48+_months,Enterprise,0,0,1,0,4.639764830752591,8.8045952246607,4.189654742026425,8.06225774829855,2.6457513110645907,0
10392-26ED6,2021-02-05,Masculino,0,Si,No,New York,NY,QUEENS,11582,40.632025286530464,-74.12507050218039,72000,8500,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Cheque por correo,57,19.58,Residencial,Medio,4.0,0.003325,,1,0,78.0,4.84,16.48,0.74,0.4,No,49+ meses,Medium,0,0,0,Promotor,Satisfecho,0,24.60515378221114,0,0.003263333333333333,0.3263333333333333,1,0,0,0,0,0,0,0,1,2.7696793002915454,1116.06,19.24241379310345,48+_months,Budget,0,0,0,0,3.0243197304059035,7.018455512935448,4.060443010546419,7.54983443527075,1.0,0
10393-F8A85,2021-03-07,Masculino,0,No,No,New York,NY,BROOKLYN,11213,40.63508230218708,-73.995654849946,63000,14000,No,Sin servicio,DSL,No,No,No,Si,Si,Si,Mensual,Si,Cheque electrónico,62,47.47,Residencial,Medio,6.5,0.009847619047619,,1,0,64.0,3.78,9.89,0.27,0.1,No,49+ meses,Medium,0,0,1,Promotor,Satisfecho,0,26.39182522903453,1,0.009041904761904761,0.9041904761904761,0,0,0,0,0,1,1,1,3,3.8374252114710132,2943.14,46.71650793650794,48+_months,Standard,0,0,0,0,3.8809450498572846,7.987572033065921,4.143134726391533,7.874007874011811,1.7320508075688772,0
10394-DCF53,2021-07-05,Masculino,0,Si,Si,New York,NY,MANHATTAN,10186,40.76245100940994,-73.93432629228121,85000,28000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Cheque por correo,54,19.07,Residencial,Medio,4.0,0.0028941176470588,,2,0,61.0,4.24,19.69,0.48,0.24,No,49+ meses,High,0,0,0,Promotor,Satisfecho,0,29.0176322418136,1,0.002692235294117647,0.2692235294117647,1,0,0,0,0,0,0,0,1,2.6905829596412554,1029.78,18.723272727272725,48+_months,Budget,0,0,0,0,2.9992261628082466,6.938071076184083,4.007333185232471,7.3484692283495345,1.0,0
10395-04DA7,2024-03-21,Masculino,0,No,No,New York,NY,BROOKLYN,11221,40.86275545434152,-73.90474824993098,63000,14000,Si,No,DSL,Si,No,No,Si,No,No,Mensual,No,Cheque por correo,21,52.09,Residencial,Medio,7.5,0.010495238095238,,1,0,57.0,2.84,6.25,0.34,0.17,No,13-24 meses,Medium,0,0,2,Promotor,Insatisfecho,0,26.39182522903453,1,0.009921904761904762,0.9921904761904762,1,0,1,0,0,1,0,0,3,1.186664155208137,1093.89,49.72227272727273,12-24_months,Standard,0,0,0,0,3.97198858659558,6.998409180583493,3.091042453358316,4.58257569495584,1.7320508075688772,0
10397-7688D,2022-06-30,Femenino,0,Si,No,New York,NY,BROOKLYN,11241,40.75357102047199,-73.9924708910379,63000,14000,Si,Si,Fibra óptica,Si,Si,No,No,No,Si,Mensual,Si,Cheque electrónico,42,92.97,PYME,Alto,8.5,0.0179238095238095,Servicio,3,0,60.0,3.0,34.53,0.21,0.09,No,25-48 meses,Medium,1,0,2,Promotor,Neutral,0,26.39182522903453,1,0.017708571428571428,1.7708571428571427,1,1,1,1,0,0,0,1,5,2.2347557731190806,3904.74,90.80790697674418,24-48_months,Enterprise,0,0,0,0,4.542975582394973,8.270202544961013,3.7612001156935624,6.48074069840786,2.23606797749979,0
