cliente_id,pais,ciudad,estado,borough,codigo_postal,latitud,longitud,ingreso_mediano,densidad_poblacional,genero,edad,es_mayor,tiene_pareja,tiene_dependientes,segmento_cliente,fecha_registro,tipo_contrato,antiguedad,canal_registro,metodo_pago,cargo_mensual,ingresos_totales,errores_pago,descuento_aplicado,aumento_precio_3m,facturacion_sin_papel,servicio_telefono,lineas_multiples,tipo_internet,seguridad_online,respaldo_online,proteccion_dispositivo,soporte_tecnico,streaming_tv,streaming_peliculas,conexiones_mensuales,dias_activos_semanales,promedio_conexion,caracteristicas_usadas,tasa_crecimiento_uso,tiempo_sesion_promedio,visitas_app_mensual,features_nuevas_usadas,tickets_soporte,tiempo_resolucion,tipo_queja,escaladas,ultimo_contacto_soporte,puntuacion_nps,puntuacion_csat,tasa_apertura_email,tasa_clics_marketing,respuesta_encuesta,referencias_hechas,fecha_ultimo_pago,intentos_cobro_fallidos,dias_mora,cambio_plan_reciente,downgrade_reciente,competidores_area,ofertas_recibidas,precio_vs_mercado,cancelacion
5451-MHQOF,USA,New York,NY,BRONX,10471,40.74486666285909,-73.85475330962099,42000.0,13000.0,Masculino,24.0,0,Si,Si,Residencial,2021-06-05,Un año,56,Web,Cheque por correo,19.21,1075.76,0,No,Si,Si,Si,Si,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,43,5,76.82,5,2.08,111.94,45,4,2,44.1,Ninguna,0,2025-09-20,81,4.6,0.47,0.18,No respondió,3.0,2025-12-30,1,5,0,0,6,1,Competitivo,0
5451-YHYPW,USA,New York,NY,MANHATTAN,10055,40.719435379181974,-73.83945878072734,85000.0,28000.0,Femenino,39.0,1,Si,No,Corporativo,2020-02-11,Dos años,72,Web,Tarjeta de crédito,190.6,13723.2,0,No,No,Si,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,86,6,63.82,7,13.76,6.17,91,8,1,6.2,Ninguna,0,2025-07-22,71,4.4,0.51,0.18,Satisfecho,2.0,2025-11-06,0,5,0,0,1,1,Competitivo,0
5453-AXEPF,USA,New York,NY,BROOKLYN,11238,40.755588363866096,-73.99181374099726,63000.0,14000.0,Masculino,30.0,0,Si,No,PYME,2024-08-18,Mensual,17,Web,Transferencia bancaria,115.57,1964.69,0,No,Si,Si,Si,Si,Fibra óptica,No,Si,No,No,No,No,57,6,64.04,10,16.76,99.58,90,3,4,15.8,Red,2,2025-11-05,54,3.2,0.47,0.16,Muy satisfecho,0.0,2025-11-30,1,0,0,1,6,0,Competitivo,0
5453-YBTWV,USA,New York,NY,BRONX,10473,40.7220510237684,-73.9772321503916,42000.0,13000.0,Masculino,49.0,0,Si,Si,Corporativo,2020-04-11,Dos años,70,Web,Tarjeta de crédito,159.28,11149.6,0,No,No,Si,Si,No,Fibra óptica,Si,Si,Si,Si,Si,No,110,7,109.85,7,10.37,37.06,6,3,2,7.8,Ninguna,0,2025-09-08,56,3.3,0.33,0.16,No respondió,0.0,2025-11-30,1,5,1,0,7,3,Competitivo,0
5456-ITGIC,USA,New York,NY,MANHATTAN,10163,40.60500571456457,-73.97863336497528,85000.0,28000.0,Masculino,44.0,1,Si,No,PYME,2020-02-11,Dos años,72,Web,Tarjeta de crédito,91.99,6623.28,2,No,No,Si,No,Sin servicio,DSL,Si,Si,Si,Si,Si,Si,119,7,56.73,10,6.07,26.7,43,5,1,4.3,Ninguna,0,2025-12-26,85,4.9,0.63,0.28,Sin Respuesta,2.0,2025-11-19,3,0,0,0,7,0,Bajo,0
5457-COLHT,USA,New York,NY,BROOKLYN,11212,40.59811709805903,-74.072897620058,63000.0,14000.0,Masculino,32.0,0,Si,Si,PYME,2020-05-11,Dos años,69,Web,Transferencia bancaria,88.83,6129.2699999999995,5,No,No,No,Si,No,DSL,Si,Si,No,Si,Si,Si,74,5,54.23,6,4.18,56.6,13,10,16,8.1,Ninguna,3,2025-09-13,68,4.0,0.37,0.15,Satisfecho,0.0,2025-11-04,1,10,0,1,8,0,Competitivo,0
5458-CQJTA,USA,New York,NY,BROOKLYN,11248,40.5755019385593,-73.97906397142782,63000.0,14000.0,Masculino,37.0,0,Si,Si,PYME,2020-09-08,Dos años,65,Web,Transferencia bancaria,95.56,6211.400000000001,0,No,No,Si,Si,No,DSL,Si,No,No,Si,Si,Si,115,6,52.28,11,14.98,108.16,74,1,3,5.2,Calidad,0,2025-08-29,27,2.5,0.18,0.07,Sin Respuesta,0.0,2025-11-06,3,0,0,0,4,2,Bajo,0
5461-QKNTN,USA,New York,NY,BROOKLYN,11201,40.71600878778106,-74.0110131425869,63000.0,14000.0,Masculino,59.0,1,Si,No,Corporativo,2022-06-30,Mensual,43,Web,Cheque electrónico,158.15,6800.45,0,No,No,Si,Si,Si,Fibra óptica,No,Si,No,Si,Si,No,46,5,50.56,6,17.34,95.38,95,9,2,4.1,Ninguna,0,2025-09-03,84,4.3,0.64,0.24,Satisfecho,1.0,2025-11-19,1,5,0,0,8,1,Alto,0
5465-BUBFA,USA,New York,NY,BROOKLYN,11220,40.6706180944168,-73.87597103278212,63000.0,14000.0,Femenino,64.0,0,Si,Si,Residencial,2022-08-29,Dos años,41,Web,Transferencia bancaria,16.41,672.8100000000001,0,No,Si,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,80,5,46.09,10,3.67,116.21,91,5,2,39.2,Ninguna,0,2025-11-25,72,4.9,0.42,0.13,Satisfecho,1.0,2025-11-08,1,0,0,0,8,1,Competitivo,0
5468-BPMMO,USA,New York,NY,QUEENS,11043,40.58941994607556,-74.08706322182394,72000.0,8500.0,Masculino,67.0,0,Si,No,Residencial,2022-04-01,Mensual,46,Web,Cheque electrónico,26.71,1228.66,1,No,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,49,4,57.03,5,4.78,67.21,5,6,1,30.9,Ninguna,0,2025-10-20,76,5.0,0.8,0.31,Muy satisfecho,1.0,2025-11-05,1,30,0,0,2,0,Bajo,0
5469-CTCWN,USA,New York,NY,MANHATTAN,10165,40.66626186210583,-73.93137869274182,85000.0,28000.0,Masculino,56.0,0,Si,Si,Corporativo,2021-01-06,Un año,61,Web,Cheque electrónico,185.66,11325.26,0,No,No,Si,Si,Si,Fibra óptica,Si,Si,No,No,Si,Si,101,5,59.45,5,8.8,63.71,34,3,4,12.4,Red,1,2025-09-28,31,4.2,0.3,0.12,Neutral,0.0,2025-11-27,1,30,1,1,5,1,Competitivo,0
5469-NUJUR,USA,New York,NY,QUEENS,11628,40.73576706255671,-73.97988323724161,72000.0,8500.0,Masculino,32.0,0,No,No,Residencial,2024-06-19,Dos años,19,Web,Cheque por correo,18.56,352.64,1,No,No,Si,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,104,6,65.23,6,8.51,6.5,69,9,1,44.4,Ninguna,0,2025-08-15,52,4.1,0.24,0.12,Satisfecho,0.0,2025-12-22,0,0,0,0,7,0,Bajo,0
5472-CVMDX,USA,New York,NY,BRONX,10459,40.75826751137447,-73.99817714855773,42000.0,13000.0,Femenino,40.0,0,No,No,PYME,2020-06-10,Dos años,68,Web,Cheque por correo,74.69,5078.92,0,No,No,No,No,Sin servicio,DSL,Si,No,Si,Si,No,No,51,4,54.3,10,20.28,25.77,60,8,1,11.5,Ninguna,0,2025-10-07,87,4.7,0.66,0.23,Satisfecho,0.0,2025-12-09,1,0,0,0,1,3,Alto,0
5473-KHBPS,USA,New York,NY,BRONX,10453,40.75008183627481,-73.8812224000384,42000.0,13000.0,Femenino,43.0,0,Si,Si,Corporativo,2021-10-03,Un año,52,Web,Tarjeta de crédito,120.03,6241.56,0,No,Si,Si,Si,Si,Fibra óptica,No,Si,Si,No,Si,No,130,4,52.06,8,8.11,62.23,23,4,1,31.3,Ninguna,0,2025-07-10,68,3.9,0.44,0.16,Muy satisfecho,0.0,2025-12-18,1,15,1,0,3,2,Alto,0
5474-LAMUQ,USA,New York,NY,MANHATTAN,10013,40.90518000214151,-73.9046150950398,85000.0,28000.0,Masculino,28.0,0,Si,No,Residencial,2024-01-21,Un año,24,Web,Cheque por correo,21.68,520.3199999999999,0,No,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,67,6,85.61,6,24.35,91.55,72,2,1,44.6,Ninguna,0,2025-11-09,72,4.7,0.43,0.16,Satisfecho,1.0,2025-12-06,0,30,0,0,6,1,Alto,0
5478-JJVZK,USA,New York,NY,MANHATTAN,10085,40.757616304722234,-73.78184088096589,85000.0,28000.0,Femenino,70.0,0,No,No,Residencial,2023-04-26,Mensual,33,Web,Cheque por correo,57.81,1907.73,0,No,Si,Si,Si,Si,DSL,Si,Si,No,No,No,No,97,7,98.9,5,4.33,99.6,1,8,1,47.8,Ninguna,0,2025-08-21,64,3.8,0.38,0.16,Sin Respuesta,1.0,2025-11-13,1,30,1,1,2,0,Bajo,0
5480-HPRRX,USA,New York,NY,BROOKLYN,11213,40.11238533659802,-77.51958437167269,63000.0,14000.0,Femenino,29.0,1,No,No,Residencial,2025-10-12,Mensual,3,Web,Cheque electrónico,49.4,148.2,2,10%,Si,No,No,Sin servicio,DSL,No,No,No,No,No,No,22,3,32.06,2,-1.14,37.58,77,0,5,20.6,Servicio,2,2025-12-20,21,1.5,0.26,0.1,Insatisfecho,0.0,2025-12-13,0,0,1,0,8,3,Competitivo,1
5480-TBGPH,USA,New York,NY,BROOKLYN,11233,40.63181956094259,-74.13230808437247,63000.0,14000.0,Femenino,57.0,0,Si,No,PYME,2024-01-21,Mensual,24,Web,Tarjeta de crédito,153.18,3676.32,0,No,No,Si,Si,No,Fibra óptica,No,Si,Si,No,Si,Si,104,4,86.75,5,17.77,86.93,50,7,7,40.6,Precio,0,2025-09-17,4,2.0,0.25,0.08,Muy satisfecho,0.0,2025-11-10,3,10,0,0,6,0,Competitivo,0
5480-XTFFL,USA,New York,NY,BROOKLYN,11225,40.62522406859212,-74.02022393827512,63000.0,14000.0,Femenino,19.0,0,Si,Si,Residencial,2023-06-25,Dos años,31,Web,Cheque por correo,25.63,794.53,0,No,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,96,6,78.04,9,13.91,100.28,30,0,1,30.1,Ninguna,0,2025-07-06,73,4.6,0.55,0.18,Satisfecho,0.0,2025-12-19,1,0,0,0,3,0,Bajo,0
5481-NTDOH,USA,New York,NY,QUEENS,11309,40.64305839033355,-74.00887871439318,72000.0,8500.0,Femenino,35.0,1,Si,No,Corporativo,2020-07-10,Un año,67,Web,Tarjeta de crédito,138.86,9303.62,1,No,No,Si,Si,Si,Fibra óptica,Si,No,Si,No,Si,Si,89,6,92.55,8,6.01,48.1,93,9,2,16.4,Ninguna,0,2025-08-02,65,3.3,0.21,0.09,Satisfecho,0.0,2025-11-21,1,0,1,0,4,1,Alto,0
5482-NUPNA,USA,New York,NY,MANHATTAN,10146,40.75257571125883,-73.9787664973167,85000.0,28000.0,Femenino,44.0,0,No,No,Residencial,2025-09-12,Mensual,4,Web,Cheque por correo,47.61,190.44,0,No,No,Si,Si,No,DSL,Si,Si,No,Si,No,No,126,7,112.64,10,2.72,84.99,26,7,6,10.3,Red,0,2025-08-27,20,1.6,0.17,0.07,Satisfecho,0.0,2025-12-14,0,0,0,0,2,3,Alto,0
5482-PLVPE,USA,New York,NY,MANHATTAN,10168,40.613436739479894,-73.97386551739613,85000.0,28000.0,Femenino,44.0,1,No,No,Residencial,2025-11-11,Mensual,2,Web,Cheque electrónico,63.25,126.5,0,25%,Si,No,No,Sin servicio,DSL,No,No,No,No,No,No,21,2,31.96,1,-2.91,55.29,99,4,5,21.4,Servicio,0,2025-09-09,14,2.5,0.23,0.1,Sin Respuesta,0.0,2025-12-16,0,5,1,1,2,3,Competitivo,1
5482-VXSXJ,USA,New York,NY,BROOKLYN,11249,40.62619580112844,-74.1084053724835,63000.0,14000.0,Masculino,59.0,0,No,No,PYME,2024-03-21,Mensual,22,Web,Cheque por correo,141.77,3118.94,0,No,No,Si,Si,No,Fibra óptica,No,Si,No,No,Si,Si,84,6,49.56,10,14.76,118.35,30,6,2,43.8,Ninguna,0,2025-12-01,41,3.1,0.42,0.13,No respondió,0.0,2025-11-19,3,30,0,0,2,0,Bajo,0
5485-ITNPC,USA,New York,NY,QUEENS,11563,40.8367693868806,-73.94353334046437,72000.0,8500.0,Masculino,52.0,0,Si,No,PYME,2020-08-09,Dos años,66,Web,Transferencia bancaria,112.66,7435.56,1,No,No,Si,Si,No,DSL,Si,Si,Si,Si,Si,Si,101,5,87.78,11,2.73,5.77,69,7,1,10.5,Ninguna,0,2025-08-30,51,3.9,0.21,0.1,Satisfecho,1.0,2025-12-16,0,30,0,0,5,1,Alto,0
5485-WUYWF,USA,New York,NY,MANHATTAN,10262,40.83078712064744,-73.91069854494336,85000.0,28000.0,Masculino,41.0,1,No,No,Residencial,2025-11-11,Mensual,2,Web,Transferencia bancaria,68.73,137.46,0,No,No,No,Si,No,DSL,Si,No,Si,No,Si,No,145,6,84.32,11,5.09,52.65,42,10,6,47.5,Red,0,2025-10-04,22,1.7,0.17,0.06,Satisfecho,0.0,2025-12-16,2,0,0,1,6,1,Competitivo,0
5493-SDRDQ,USA,New York,NY,QUEENS,11546,40.7769327244815,-73.97973359768258,72000.0,8500.0,Masculino,24.0,0,No,No,Residencial,2025-11-11,Mensual,2,Web,Cheque por correo,53.74,107.48,1,10%,No,Si,Si,No,DSL,Si,No,Si,No,No,No,5,3,25.82,4,2.24,35.33,81,0,7,12.3,Servicio,0,2025-12-06,19,2.0,0.09,0.04,Muy insatisfecho,0.0,2025-11-06,0,0,0,1,5,2,Alto,0
5494-HECPR,USA,New York,NY,BROOKLYN,11254,40.89174385872114,-73.85828072283302,63000.0,14000.0,Femenino,43.0,0,No,No,PYME,2025-12-11,Mensual,1,Web,Cheque electrónico,125.69,125.69,0,20%,Si,Si,Si,No,Fibra óptica,No,No,No,No,Si,No,8,3,29.91,3,1.21,102.72,51,0,7,41.0,Facturacion,0,2025-12-01,0,2.8,0.27,0.12,Insatisfecho,0.0,2025-11-22,0,0,0,1,8,0,Competitivo,1
5494-WOZRZ,USA,New York,NY,BRONX,10473,40.70697132896428,-73.80236723470792,42000.0,13000.0,Femenino,44.0,0,Si,Si,PYME,2020-03-12,Dos años,71,Web,Tarjeta de crédito,89.97,6387.87,0,No,No,Si,Si,No,DSL,Si,No,Si,Si,Si,Si,54,7,95.45,7,0.51,38.02,13,6,2,4.7,Ninguna,0,2025-07-17,79,4.5,0.8,0.36,Satisfecho,4.0,2025-12-18,0,0,0,0,1,1,Competitivo,0
5495-GPSRW,USA,New York,NY,BRONX,10457,40.11238533659802,-77.51958437167269,42000.0,13000.0,Masculino,51.0,0,No,No,Residencial,2024-05-20,Dos años,20,Web,Cheque por correo,16.94,338.8,10,No,No,Si,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,60,6,47.79,10,23.0,67.54,58,0,16,27.4,Ninguna,6,2025-10-18,62,3.0,0.44,0.18,Sin Respuesta,0.0,2025-12-14,1,10,0,0,3,0,Bajo,0
5498-IBWPI,USA,New York,NY,BROOKLYN,11218,40.803558229373934,-73.95598340030973,63000.0,14000.0,Femenino,27.0,0,Si,Si,Residencial,2020-08-09,Un año,66,Web,Tarjeta de crédito,72.02,4753.32,0,No,No,Si,Si,No,DSL,No,No,No,Si,No,No,60,4,81.02,8,13.84,90.13,19,3,2,8.8,Ninguna,0,2025-08-29,52,3.9,0.49,0.23,Sin Respuesta,1.0,2025-11-29,0,5,1,0,6,0,Competitivo,0
5498-TXHLF,USA,New York,NY,BROOKLYN,11235,40.611957831910786,-73.9444690535944,63000.0,14000.0,Femenino,36.0,0,Si,Si,PYME,2023-03-27,Mensual,34,Web,Cheque electrónico,143.66,4884.44,3,20%,No,No,Si,Si,Fibra óptica,No,No,Si,No,Si,No,26,1,38.6,4,-5.06,62.18,51,5,6,21.4,Precio,0,2025-08-14,13,1.4,0.09,0.03,No respondió,0.0,2025-12-22,0,30,0,1,8,0,Competitivo,1
5499-ECUTN,USA,New York,NY,BROOKLYN,11221,40.727736712919906,-73.98517492071582,63000.0,14000.0,Femenino,54.0,0,Si,No,Residencial,2022-03-02,Un año,47,Web,Tarjeta de crédito,62.53,2938.91,0,No,No,Si,Si,No,DSL,Si,No,Si,No,Si,No,147,7,84.81,7,1.03,52.2,74,1,2,28.4,Ninguna,0,2025-10-19,52,3.3,0.32,0.12,Satisfecho,1.0,2025-11-21,1,0,0,1,7,0,Competitivo,0
5501-TVMGM,USA,New York,NY,QUEENS,11550,40.67009952767454,-73.82002847373822,72000.0,8500.0,Masculino,31.0,0,No,No,Residencial,2025-12-11,Mensual,1,Web,Cheque electrónico,61.23,61.23,0,No,No,Si,Si,No,DSL,No,No,No,No,No,Si,117,6,50.09,10,16.91,9.89,39,9,3,39.3,Ninguna,0,2025-07-20,54,3.8,0.32,0.12,Muy satisfecho,0.0,2025-12-11,3,0,0,0,6,0,Competitivo,0
5502-RLUYV,USA,New York,NY,BRONX,10454,40.71824888887749,-73.99412348109333,42000.0,13000.0,Femenino,56.0,0,Si,Si,PYME,2020-05-11,Mensual,69,Web,Cheque electrónico,130.37,8995.53,0,No,No,Si,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,74,4,103.13,10,22.62,7.64,67,4,7,43.8,Facturacion,0,2025-09-10,14,2.7,0.1,0.04,Muy satisfecho,0.0,2025-12-05,0,0,0,0,1,0,Competitivo,0
5504-WSIUR,USA,New York,NY,QUEENS,11688,40.67431647468979,-73.84319048334287,72000.0,8500.0,Femenino,40.0,0,No,No,Corporativo,2020-04-11,Un año,70,Web,Transferencia bancaria,131.31,9191.7,0,No,No,Si,Si,Si,Fibra óptica,No,Si,Si,Si,No,No,43,6,115.6,10,-3.05,115.09,43,9,1,6.6,Ninguna,0,2025-12-26,74,4.4,0.63,0.2,Satisfecho,1.0,2025-12-04,2,30,1,0,3,0,Bajo,0
5505-OVWQW,USA,New York,NY,BRONX,10466,40.53016820885918,-74.18763469776795,42000.0,13000.0,Femenino,22.0,0,No,No,Residencial,2024-08-18,Un año,17,Web,Cheque por correo,20.62,350.54,0,No,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,138,7,108.89,10,10.62,78.97,5,9,1,12.4,Ninguna,0,2025-10-16,73,5.0,0.41,0.18,No respondió,0.0,2025-12-10,2,0,0,0,1,3,Alto,0
5510-BOIUJ,USA,New York,NY,BROOKLYN,11230,40.641444621011885,-73.9638950612837,63000.0,14000.0,Masculino,34.0,0,No,Si,Residencial,2025-12-11,Mensual,1,Web,Cheque por correo,27.0,27.0,1,No,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,71,6,72.19,10,21.31,99.9,86,10,5,34.4,Servicio,2,2025-08-11,13,1.8,0.06,0.02,Satisfecho,0.0,2025-12-13,0,0,0,1,2,3,Competitivo,0
5512-IDZEI,USA,New York,NY,MANHATTAN,10023,40.7833511718656,-73.81314316754842,85000.0,28000.0,Masculino,55.0,0,Si,Si,Residencial,2022-04-01,Un año,46,Web,Cheque electrónico,27.51,1265.46,2,No,No,No,Si,Si,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,131,5,85.11,9,23.58,60.25,56,10,1,38.0,Ninguna,0,2025-08-05,101,4.3,0.52,0.26,Sin Respuesta,2.0,2025-12-18,0,0,1,0,7,2,Bajo,0
5514-YQENT,USA,New York,NY,QUEENS,11660,40.7684685062259,-73.91127308978953,72000.0,8500.0,Masculino,47.0,0,No,Si,Corporativo,2022-08-29,Dos años,41,Web,Cheque electrónico,153.99,6313.59,1,No,No,Si,Si,No,Fibra óptica,Si,Si,Si,Si,Si,Si,51,7,89.35,11,-2.84,35.08,57,9,2,3.9,Ninguna,0,2025-12-11,84,4.5,0.53,0.2,Sin Respuesta,3.0,2025-12-15,0,10,0,0,2,0,Alto,0
5515-AKOAJ,USA,New York,NY,BROOKLYN,11226,40.62273668909343,-73.93915393026725,63000.0,14000.0,Femenino,56.0,0,No,No,Corporativo,2021-08-04,Mensual,113,Web,Cheque electrónico,187.59,21197.67,1,No,No,Si,Si,Si,Fibra óptica,No,No,No,Si,Si,Si,93,7,98.68,9,18.73,38.87,71,10,3,7.0,Precio,0,2025-07-12,13,2.1,0.19,0.09,Neutral,0.0,2025-12-22,0,15,0,0,3,3,Competitivo,0
5515-IDEJJ,USA,New York,NY,QUEENS,11344,40.11238533659802,-77.51958437167269,72000.0,8500.0,Masculino,53.0,0,Si,Si,Residencial,2025-12-11,Mensual,1,Web,Cheque por correo,23.29,23.29,0,No,No,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,69,5,94.96,5,3.44,10.0,29,5,7,27.4,Servicio,0,2025-09-22,1,2.4,0.2,0.06,Satisfecho,0.0,2025-12-19,0,5,0,0,2,0,Competitivo,0
5515-RUGKN,USA,New York,NY,BROOKLYN,11205,40.7449637716646,-73.77652670874943,63000.0,14000.0,Masculino,54.0,0,No,No,Residencial,2025-05-15,Mensual,8,Web,Tarjeta de crédito,72.5,580.0,0,No,No,Si,Si,No,DSL,No,No,No,No,No,Si,48,6,59.93,8,11.25,95.95,99,4,4,32.7,Red,1,2025-12-06,57,3.7,0.22,0.07,Muy satisfecho,0.0,2025-11-17,1,0,1,0,1,0,Bajo,0
5519-NPHVG,USA,New York,NY,MANHATTAN,10167,40.81885062641568,-73.91848951192061,85000.0,28000.0,Femenino,42.0,0,No,No,PYME,2025-01-15,Mensual,12,Web,Cheque electrónico,134.15,1609.8000000000002,0,No,Si,Si,Si,Si,Fibra óptica,No,No,No,No,Si,Si,23,1,39.51,3,0.67,71.88,51,9,7,47.9,Precio,0,2025-07-15,12,2.2,0.21,0.1,Muy insatisfecho,0.0,2025-11-23,2,0,0,0,8,3,Alto,1
5519-TEEUH,USA,New York,NY,STATEN ISLAND,10304,40.59229488953342,-74.07782773658768,82000.0,3200.0,Masculino,44.0,0,No,Si,Residencial,2023-04-26,Un año,33,Web,Cheque por correo,18.25,602.25,0,No,Si,Si,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,119,7,108.69,10,11.35,60.29,10,7,1,14.1,Ninguna,0,2025-09-12,60,3.3,0.32,0.15,Satisfecho,0.0,2025-12-12,0,0,0,0,5,0,Competitivo,0
5519-YLDGW,USA,New York,NY,MANHATTAN,10036,40.587834901626856,-73.96038125682746,85000.0,28000.0,Femenino,44.0,0,Si,No,PYME,2024-04-20,Mensual,21,Web,Cheque electrónico,148.43,3117.03,0,No,Si,Si,Si,Si,Fibra óptica,Si,No,Si,No,Si,Si,34,1,24.15,4,-12.8,103.01,46,10,6,26.8,Servicio,0,2025-08-26,21,1.9,0.11,0.04,Insatisfecho,0.0,2025-12-24,2,0,0,0,4,1,Alto,0
5520-FVEWJ,USA,New York,NY,STATEN ISLAND,10312,40.83371469326352,-73.9289474220677,82000.0,3200.0,Femenino,59.0,0,Si,Si,PYME,2025-01-15,Mensual,12,Web,Cheque electrónico,120.43,1445.16,0,No,Si,Si,Si,Si,Fibra óptica,No,Si,Si,No,No,No,5,3,14.58,2,-3.19,56.16,4,3,5,29.0,Facturacion,0,2025-10-23,18,1.2,0.3,0.11,Muy insatisfecho,0.0,2025-11-04,0,0,0,0,7,2,Competitivo,1
5522-JBWMO,USA,New York,NY,STATEN ISLAND,10307,40.75213850311293,-74.00114774935764,82000.0,3200.0,Masculino,19.0,0,No,Si,Residencial,2025-12-11,Mensual,1,Web,Cheque electrónico,42.27,42.27,0,No,No,No,Si,No,DSL,No,No,No,No,No,No,149,4,90.64,11,-1.47,114.01,2,7,3,46.5,Servicio,0,2025-10-01,68,4.0,0.47,0.18,Satisfecho,0.0,2025-11-26,2,10,0,1,6,1,Alto,0
5522-NYKPB,USA,New York,NY,BRONX,10468,40.71698055417104,-73.85746189367852,42000.0,13000.0,Masculino,50.0,0,Si,Si,PYME,2023-12-22,Mensual,25,Web,Cheque electrónico,127.91,3197.75,0,No,No,No,Si,No,Fibra óptica,No,No,No,Si,Si,No,84,6,71.79,8,5.42,6.52,14,10,1,11.6,Ninguna,0,2025-12-29,62,3.3,0.42,0.2,Sin Respuesta,1.0,2025-11-13,0,5,0,1,6,0,Bajo,0
5524-KHNJP,USA,New York,NY,QUEENS,11516,40.72011217723282,-73.84461594150312,72000.0,8500.0,Masculino,27.0,0,Si,Si,Residencial,2023-04-26,Un año,33,Web,Tarjeta de crédito,84.63,2792.79,1,No,Si,No,Si,No,DSL,Si,No,Si,No,Si,Si,62,5,100.6,7,11.75,118.23,1,2,1,44.1,Ninguna,0,2025-08-13,67,3.4,0.23,0.11,Satisfecho,0.0,2025-12-13,2,0,1,0,1,0,Bajo,1
5527-ACHSO,USA,New York,NY,QUEENS,11644,40.73348086942333,-73.71380280688086,72000.0,8500.0,Femenino,35.0,0,No,No,PYME,2025-02-14,Mensual,11,Web,Cheque por correo,102.23,1124.53,1,No,No,No,Si,No,DSL,No,No,No,Si,Si,Si,115,4,68.67,7,24.74,98.83,1,6,1,7.9,Ninguna,0,2025-12-03,77,4.8,0.65,0.23,Neutral,0.0,2025-12-15,2,0,0,0,8,0,Competitivo,0
5529-GIBVH,USA,New York,NY,BRONX,10457,40.781191290407094,-73.83873575896853,42000.0,13000.0,Femenino,72.0,0,No,No,Residencial,2022-03-02,Dos años,47,Web,Cheque por correo,27.76,1304.72,0,No,Si,No,Si,No,No,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,Sin servicio internet,44,7,64.72,5,16.81,45.82,71,4,2,35.2,Ninguna,0,2025-11-17,63,2.8,0.21,0.08,Satisfecho,0.0,2025-11-06,0,0,1,0,8,0,Competitivo,0
5533-NHFRF,USA,New York,NY,BROOKLYN,11233,40.79135200284688,-73.81479279391786,63000.0,14000.0,Masculino,64.0,1,No,No,Residencial,2025-06-14,Mensual,7,Web,Cheque electrónico,68.26,477.8200000000001,0,No,No,Si,No,Sin servicio,DSL,No,Si,No,Si,No,Si,123,4,110.08,8,4.1,73.47,53,4,2,9.0,Ninguna,0,2025-08-12,81,4.3,0.48,0.21,Neutral,2.0,2025-11-22,3,5,0,0,3,1,Bajo,0
5533-RJFTJ,USA,New York,NY,BROOKLYN,11211,40.75585178172701,-73.9907850079849,63000.0,14000.0,Masculino,44.0,0,No,No,Residencial,2022-01-01,Mensual,49,Web,Transferencia bancaria,53.17,2605.33,1,10%,Si,Si,No,Sin servicio,DSL,No,No,Si,No,No,No,106,7,91.19,9,21.3,104.43,45,5,1,41.8,Ninguna,0,2025-10-07,80,4.2,0.41,0.17,Muy satisfecho,1.0,2025-12-27,0,0,0,0,2,0,Competitivo,0
